# R_Bohr c0_mEh c1_mEh c2_mEh c3_mEh c4_mEh c5_mEh c6_mEh c7_mEh c8_mEh c9_mEh c10_mEh c11_mEh c12_mEh c13_mEh c14_mEh c15_mEh c16_mEh c17_mEh c18_mEh
 6.39679400e+00  1.53380061e+00 -1.58118678e+00  4.81475276e+00 -8.92462108e-01  2.18490473e+00  1.07110349e-01  5.31150143e-01  1.05129290e-01  1.19318820e-01  3.94337171e-02  1.69645333e-02  2.60318867e-03  6.01568965e-03  9.12924089e-03  1.99877452e-03  5.64293736e-03 -1.82003658e-03 -3.76861652e-03  2.23256131e-03
 6.44889800e+00  1.27682080e+00 -1.48927892e+00  4.29371274e+00 -8.67743159e-01  1.95873420e+00  7.86360631e-02  4.71345552e-01  9.21240629e-02  1.04198561e-01  3.45348463e-02  1.37165082e-02  2.27889515e-03  5.76103033e-03  8.53082638e-03  8.69260813e-04  4.71911501e-03 -1.91374073e-03 -6.10627705e-03  2.47642241e-03
 6.50100200e+00  1.04709143e+00 -1.40071164e+00  3.82146557e+00 -8.40897783e-01  1.75436146e+00  5.36839445e-02  4.17846136e-01  8.08723215e-02  9.08109184e-02  3.01666710e-02  1.09691436e-02  2.36050807e-03  5.51592847e-03  7.81224584e-03 -2.33031880e-04  3.64272216e-03 -1.77269823e-03 -8.10323870e-03  2.38242790e-03
 6.55310600e+00  8.42150642e-01 -1.31565083e+00  3.39386040e+00 -8.12459258e-01  1.56977778e+00  3.19169994e-02  3.70015976e-01  7.11408539e-02  7.89635079e-02  2.62685172e-02  8.65313349e-03  2.72188816e-03  5.26411859e-03  6.99458974e-03 -1.28835894e-03  2.46373690e-03 -1.43029672e-03 -9.78499890e-03  2.01086502e-03
 6.60521000e+00  6.59728042e-01 -1.23420303e+00  3.00706708e+00 -7.82891038e-01  1.40314656e+00  1.30321953e-02  3.27282167e-01  6.27187112e-02  6.84870230e-02  2.27902997e-02  6.70653793e-03  3.25048853e-03  4.99546424e-03  6.10361007e-03 -2.27743589e-03  1.22874643e-03 -9.26570833e-04 -1.11707515e-02  1.42071243e-03
 6.65731500e+00  4.97728802e-01 -1.15642253e+00  2.65754576e+00 -7.52592739e-01  1.25278797e+00 -3.24587807e-03  2.89127612e-01  5.54167731e-02  5.92315833e-02  1.96901699e-02  5.07446309e-03  3.84983199e-03  4.70504126e-03  5.16745302e-03 -3.18227653e-03 -2.07487464e-05 -3.04822673e-04 -1.22761809e-02  6.67805722e-04
 6.70941900e+00  3.54234121e-01 -1.08232516e+00  2.34205164e+00 -7.21908513e-01  1.11717824e+00 -1.71683149e-02  2.55088206e-01  4.90677735e-02  5.10646421e-02  1.69328119e-02  3.70884902e-03  4.44058625e-03  4.39222471e-03  4.21475775e-03 -3.98685818e-03 -1.24910816e-03  3.91195052e-04 -1.31154759e-02 -1.96412968e-04
 6.76152300e+00  2.27472098e-01 -1.01188665e+00  2.05757564e+00 -6.91129154e-01  9.94921126e-01 -2.89670677e-02  2.24743479e-01  4.35246902e-02  4.38677048e-02  1.44875149e-02  2.56788081e-03  4.96068083e-03  4.05971790e-03  3.27291397e-03 -4.67782094e-03 -2.42697883e-03  1.11966114e-03 -1.37029351e-02 -1.12584976e-03
 6.81362700e+00  1.15820699e-01 -9.45055191e-01  1.80135441e+00 -6.60499671e-01  8.84749147e-01 -3.88560600e-02  1.97715201e-01  3.86602811e-02  3.75352709e-02  1.23271853e-02  1.61564430e-03  5.36448917e-03  3.71266684e-03  2.36686730e-03 -5.24482342e-03 -3.53107461e-03  1.84238327e-03 -1.40538228e-02 -2.08019261e-03
 6.86573100e+00  1.77951633e-02 -8.81755668e-01  1.57084705e+00 -6.30223665e-01  7.85510571e-01 -4.70332711e-02  1.73662665e-01  3.43656492e-02  3.19731813e-02  1.04273539e-02  8.21560566e-04  5.62148907e-03  3.35781045e-03  1.51819950e-03 -5.68081124e-03 -4.54381291e-03  2.52601726e-03 -1.41849020e-02 -3.02510515e-03
 6.91783600e+00 -6.79624616e-02 -8.21893627e-01  1.36371620e+00 -6.00467419e-01  6.96158376e-01 -5.36821345e-02  1.52278733e-01  3.05486958e-02  2.70973083e-02  8.76547284e-03  1.59808642e-04  5.71453915e-03  3.00271963e-03  7.44550169e-04 -5.98210080e-03 -5.45278953e-03  3.14280615e-03 -1.41145956e-02 -3.93218086e-03
 6.96994000e+00 -1.42685612e-01 -7.65364170e-01  1.17782917e+00 -5.71366533e-01  6.15748088e-01 -5.89720251e-02  1.33288193e-01  2.71327921e-02  2.28328682e-02  7.32057539e-03 -3.91202376e-04  5.63794864e-03  2.65517997e-03  5.94075815e-05 -6.14828487e-03 -6.25009422e-03  3.67085199e-03 -1.38629023e-02 -4.77862749e-03
 7.02204400e+00 -2.07501424e-01 -7.12048802e-01  1.01122056e+00 -5.43026564e-01  5.43419226e-01 -6.30597817e-02  1.16442340e-01  2.40546570e-02  1.91129417e-02  6.07278492e-03 -8.49474092e-04  5.39549539e-03  2.32262605e-03 -5.27999696e-04 -6.18206485e-03 -6.93177846e-03  4.09417114e-03 -1.34511160e-02 -5.54699420e-03
 7.07414800e+00 -2.63432073e-01 -6.61823243e-01  8.62095626e-01 -5.15529072e-01  4.78394574e-01 -6.60898075e-02  1.01517958e-01  2.12629600e-02  1.58780315e-02  5.00326899e-03 -1.22990288e-03  4.99845891e-03  2.01176623e-03 -1.01246377e-03 -6.08892260e-03 -7.49716211e-03  4.40237045e-03 -1.29014418e-02 -6.22463590e-03
 7.12625300e+00 -3.11405235e-01 -6.14557998e-01  7.28811424e-01 -4.88933985e-01  4.19970073e-01 -6.81948089e-02  8.83141664e-02  1.87165388e-02  1.30751557e-02  4.09409857e-03 -1.54479534e-03  4.46376697e-03  1.72828512e-03 -1.39249468e-03 -5.87674894e-03 -7.94827604e-03  4.59020021e-03 -1.22365394e-02 -6.80322674e-03
 7.17835700e+00 -3.52258117e-01 -5.70124099e-01  6.09875049e-01 -4.63284740e-01  3.67512448e-01 -6.94961816e-02  7.66511341e-02  1.63830119e-02  1.06573555e-02  3.32828208e-03 -1.80429266e-03  3.81235491e-03  1.47668586e-03 -1.66986770e-03 -5.55544558e-03 -8.28929641e-03  4.65695573e-03 -1.14791167e-02 -7.27818250e-03
 7.23046100e+00 -3.86750186e-01 -5.28389438e-01  5.03917295e-01 -4.38608021e-01  3.20446255e-01 -7.01047681e-02  6.63664939e-02  1.42370210e-02  8.58272509e-03  2.68966380e-03 -2.01680105e-03  3.06761017e-03  1.26017160e-03 -1.84918051e-03 -5.13646484e-03 -8.52611877e-03  4.60584204e-03 -1.06514105e-02 -7.64819420e-03
 7.28256500e+00 -4.15566223e-01 -4.89223863e-01  4.09692733e-01 -4.14918313e-01  2.78252714e-01 -7.01212004e-02  5.73145054e-02  1.22590998e-02  6.81403252e-03  2.16301726e-03 -2.18930737e-03  2.25412315e-03  1.08065974e-03 -1.93730821e-03 -4.63239021e-03 -8.66590029e-03  4.44327347e-03 -9.77483357e-03 -7.91466690e-03
 7.33466900e+00 -4.39323804e-01 -4.52499362e-01  3.26067203e-01 -3.92219580e-01  2.40463217e-01 -6.96364751e-02  4.93640839e-02  1.04344376e-02  5.31810814e-03  1.73405326e-03 -2.32767431e-03  1.39659814e-03  9.38829764e-04 -1.94289750e-03 -4.05651841e-03 -8.71670343e-03  4.17820274e-03 -8.86961456e-03 -8.08124683e-03
 7.38677400e+00 -4.58579715e-01 -4.18090290e-01  2.52007302e-01 -3.70506775e-01  2.06653849e-01 -6.87324673e-02  4.23971395e-02  8.75181424e-03  4.06531643e-03  1.38943887e-03 -2.43688201e-03  5.18957482e-04  8.34221418e-04 -1.87587092e-03 -3.42246272e-03 -8.68718024e-03  3.82147100e-03 -7.95449541e-03 -8.15337427e-03
 7.43887800e+00 -4.73834237e-01 -3.85876606e-01  1.86577313e-01 -3.49769152e-01  1.76443459e-01 -6.74825496e-02  3.63077162e-02  7.20284090e-03  3.02919008e-03  1.11684007e-03 -2.52121514e-03 -3.56280634e-04  7.65374259e-04 -1.74697512e-03 -2.74385870e-03 -8.58630941e-03  3.38524614e-03 -7.04658191e-03 -8.13787343e-03
 7.49098200e+00 -4.85538602e-01 -3.55740387e-01  1.28922744e-01 -3.29989191e-01  1.49485729e-01 -6.59520311e-02  3.09999605e-02  5.78102296e-03  2.18587809e-03  9.04890562e-04 -2.58443053e-03 -1.20862175e-03  7.29967770e-04 -1.56736009e-03 -2.03399160e-03 -8.42316892e-03  2.88245333e-03 -6.16108256e-03 -8.04259709e-03
 7.54308600e+00 -4.94098285e-01 -3.27568821e-01  7.82687919e-02 -3.11145490e-01  1.25468158e-01 -6.41987656e-02  2.63875773e-02  4.48127973e-03  1.51388650e-03  7.43217065e-04 -2.62986874e-03 -2.01989189e-03  7.24991791e-04 -1.34822204e-03 -1.30559281e-03 -8.20675203e-03  2.32634162e-03 -5.31128449e-03 -7.87609877e-03
 7.59519000e+00 -4.99877859e-01 -3.01253724e-01  3.39120183e-02 -2.93213364e-01  1.04108056e-01 -6.22736783e-02  2.23927142e-02  3.29941851e-03  9.93739881e-04  6.22419092e-04 -2.66054712e-03 -2.77448453e-03  7.46906957e-04 -1.10049596e-03 -5.70624428e-04 -7.94581691e-03  1.73008939e-03 -4.50849626e-03 -7.64735556e-03
 7.64729500e+00 -5.03205089e-01 -2.76691177e-01 -4.78662232e-03 -2.76165382e-01  8.51491984e-02 -6.02212577e-02  1.89450412e-02  2.23172870e-03  6.07708293e-04  5.34045165e-04 -2.67922587e-03 -3.45948897e-03  7.91803100e-04 -8.34598076e-04  1.59892180e-04 -7.64876056e-03  1.10647297e-03 -3.76204263e-03 -7.36552211e-03
 7.69939900e+00 -5.04374406e-01 -2.53783391e-01 -3.84046870e-02 -2.59973357e-01  6.83605379e-02 -5.80802346e-02  1.59812460e-02  1.27476762e-03  3.39609498e-04  4.70568498e-04 -2.68845232e-03 -4.06465942e-03  8.55542376e-04 -5.60246800e-04  8.75934710e-04 -7.32354884e-03  4.67661385e-04 -3.07937010e-03 -7.03974936e-03
 7.75150300e+00 -5.03650615e-01 -2.32435836e-01 -6.74679710e-02 -2.44606975e-01  5.35316067e-02 -5.58838491e-02  1.34439712e-02  4.25022464e-04  1.74578770e-04  4.25339898e-04 -2.69059213e-03 -4.58243661e-03  9.33897910e-04 -2.86281214e-04  1.56863921e-03 -6.97761179e-03 -1.75048993e-04 -2.46604349e-03 -6.67898130e-03
 7.80360700e+00 -5.01271610e-01 -2.12559063e-01 -9.24522790e-02 -2.30035584e-01  4.04718435e-02 -5.36604918e-02  1.12815002e-02 -3.21154592e-04  9.89488705e-05  3.92552659e-04 -2.68784415e-03 -5.00777425e-03  1.02266830e-03 -2.05757288e-05  2.23028354e-03 -6.61781580e-03 -8.11325812e-04 -1.92591364e-03 -6.29183563e-03
 7.85571100e+00 -4.97451162e-01 -1.94068086e-01 -1.13788637e-01 -2.16228247e-01  2.90082686e-02 -5.14341303e-02  9.44716832e-03 -9.67662554e-04  1.00119632e-04  3.67194422e-04 -2.68224793e-03 -5.33798634e-03  1.11777903e-03  2.30030360e-04  2.85431087e-03 -6.25042532e-03 -1.43190386e-03 -1.46123143e-03 -5.88648583e-03
 7.90781600e+00 -4.92381243e-01 -1.76881903e-01 -1.31867642e-01 -2.03153794e-01  1.89835731e-02 -4.92247094e-02  7.89887952e-03 -1.51871198e-03  1.66463657e-04  3.44998002e-04 -2.67568384e-03 -5.57254966e-03  1.21536813e-03  4.59767468e-04  3.43532410e-03 -5.88107759e-03 -2.02864673e-03 -1.07278381e-03 -5.47056475e-03
 7.95992000e+00 -4.86234610e-01 -1.60924623e-01 -1.47041807e-01 -1.90782061e-01  1.02553166e-02 -4.70487392e-02  6.59881631e-03 -1.97880067e-03  2.87245184e-04  3.22392698e-04 -2.66986953e-03 -5.71286329e-03  1.31184568e-03  6.63918960e-04  3.96900458e-03 -5.51480528e-03 -2.59451763e-03 -7.60073531e-04 -5.05112990e-03
 8.01202400e+00 -4.79166170e-01 -1.46123305e-01 -1.59630983e-01 -1.79082565e-01  2.69340095e-03 -4.49194337e-02  5.51290470e-03 -2.35276673e-03  4.52570548e-04  2.96450808e-04 -2.66635252e-03 -5.76203739e-03  1.40395652e-03  8.38823253e-04  4.45212474e-03 -5.15599840e-03 -3.12363626e-03 -5.21429942e-04 -4.63456780e-03
 8.06412800e+00 -4.71315081e-01 -1.32409107e-01 -1.69923954e-01 -1.68025665e-01 -3.82036248e-03 -4.28472501e-02  4.61061849e-03 -2.64571463e-03  6.53340110e-04  2.64838258e-04 -2.66650326e-03 -5.72462938e-03  1.48880944e-03  9.81810923e-04  4.88243521e-03 -4.80844593e-03 -3.61119791e-03 -3.54196096e-04 -4.22659522e-03
 8.11623200e+00 -4.62806220e-01 -1.19716763e-01 -1.78181588e-01 -1.57582419e-01 -9.39355202e-03 -4.08401894e-02  3.86466071e-03 -2.86298320e-03  8.81215129e-04  2.25763635e-04 -2.67150789e-03 -5.60640629e-03  1.56390261e-03  1.09114869e-03  5.25859972e-03 -4.47534889e-03 -4.05343327e-03 -2.54873620e-04 -3.83223521e-03
 8.16833700e+00 -4.53751397e-01 -1.07984172e-01 -1.84639466e-01 -1.47724472e-01 -1.41241941e-02 -3.89040775e-02  3.25069450e-03 -3.01009526e-03  1.12859601e-03  1.77927617e-04 -2.68236265e-03 -5.41410338e-03  1.62713654e-03  1.16596798e-03  5.58011784e-03 -4.15934012e-03 -4.44755081e-03 -2.19270372e-04 -3.45580691e-03
 8.22044100e+00 -4.44251291e-01 -9.71531107e-02 -1.89509709e-01 -1.38424862e-01 -1.81012870e-02 -3.70430053e-02  2.74715253e-03 -3.09269023e-03  1.38858099e-03  1.20478503e-04 -2.69986902e-03 -5.15521385e-03  1.67681105e-03  1.20617885e-03  5.84721500e-03 -3.86253831e-03 -4.79163380e-03 -2.42642458e-04 -3.10096187e-03
 8.27254500e+00 -4.34395521e-01 -8.71677020e-02 -1.92983808e-01 -1.29656924e-01 -2.14061224e-02 -3.52593742e-02  2.33495142e-03 -3.11648156e-03  1.65497540e-03  5.29599273e-05 -2.72463351e-03 -4.83775358e-03  1.71162573e-03  1.21239235e-03  6.06079200e-03 -3.58654483e-03 -5.08460645e-03 -3.19822104e-04 -2.77065769e-03
 8.32464900e+00 -4.24264316e-01 -7.79751737e-02 -1.95233997e-01 -1.21395079e-01 -2.41126051e-02 -3.35542897e-02  1.99734192e-03 -3.08718537e-03  1.92225442e-03 -2.47307838e-05 -2.75706819e-03 -4.47007770e-03  1.73066056e-03  1.18582518e-03  6.22231264e-03 -3.33250411e-03 -5.32612063e-03 -4.45343624e-04 -2.46721235e-03
 8.37675400e+00 -4.13929045e-01 -6.95253125e-02 -1.96415133e-01 -1.13614510e-01 -2.62880160e-02 -3.19277146e-02  1.71970608e-03 -3.01046571e-03  2.18555376e-03 -1.12388543e-04 -2.79739566e-03 -4.06069021e-03  1.73335714e-03  1.12821077e-03  6.33372772e-03 -3.10113037e-03 -5.51648443e-03 -6.13557448e-04 -2.19232321e-03
 8.42885800e+00 -4.03453804e-01 -6.17709536e-02 -1.96666213e-01 -1.06291752e-01 -2.79934188e-02 -3.03787910e-02  1.48940415e-03 -2.89188884e-03  2.44062925e-03 -2.09534995e-04 -2.84565259e-03 -3.61811554e-03  1.71949424e-03  1.04171650e-03  6.39738680e-03 -2.89276310e-03 -5.65656724e-03 -8.18717318e-04 -1.94712431e-03
 8.48096200e+00 -3.92894948e-01 -5.46668734e-02 -1.96111937e-01 -9.94037934e-02 -2.92844187e-02 -2.89058311e-02  1.29558008e-03 -2.73686652e-03  2.68386503e-03 -3.15468065e-04 -2.90170377e-03 -3.15070956e-03  1.68916006e-03  9.28852179e-04  6.41597484e-03 -2.70737879e-03 -5.74774303e-03 -1.05508988e-03 -1.73219545e-03
