# R_Bohr c0_mEh c1_mEh c2_mEh c3_mEh c4_mEh c5_mEh c6_mEh c7_mEh c8_mEh c9_mEh c10_mEh c11_mEh c12_mEh c13_mEh c14_mEh c15_mEh c16_mEh c17_mEh c18_mEh
 5.51102200e+00  1.39112863e+01 -2.99789985e+00  2.75204319e+01  4.55495839e-02  1.24693895e+01  1.91921360e+00  3.66142849e+00  9.69455833e-01  1.09861169e+00  3.88409079e-01  3.60510948e-01  1.68406511e-01  8.66899598e-02  1.80590663e-02  2.96744947e-02  6.67611527e-02  1.97790258e-02  1.91409784e-01 -4.02875030e-02
 5.56312600e+00  1.24970055e+01 -2.98078989e+00  2.50284470e+01 -1.63845167e-01  1.13150049e+01  1.67965433e+00  3.27628267e+00  8.47520047e-01  9.58944888e-01  3.36195662e-01  3.03061145e-01  1.46855091e-01  6.83231182e-02  1.42229639e-02  2.19249057e-02  5.84640618e-02  2.92968631e-02  1.69807347e-01 -2.91969605e-02
 5.61523000e+00  1.12054685e+01 -2.94375239e+00  2.27364773e+01 -3.39614846e-01  1.02589709e+01  1.46643429e+00  2.93044631e+00  7.41367728e-01  8.38046409e-01  2.91240779e-01  2.54873263e-01  1.27590343e-01  5.24666723e-02  1.19012857e-02  1.52192883e-02  5.09172310e-02  3.65641586e-02  1.49715990e-01 -2.03185068e-02
 5.66733500e+00  1.00286472e+01 -2.89031528e+00  2.06333547e+01 -4.86042219e-01  9.29470349e+00  1.27667416e+00  2.62042627e+00  6.49187815e-01  7.33540460e-01  2.52720641e-01  2.14674929e-01  1.10553974e-01  3.87929146e-02  1.05011742e-02  9.46399463e-03  4.40341389e-02  4.18333902e-02  1.31150420e-01 -1.30900041e-02
 5.71943900e+00  8.95880128e+00 -2.82345722e+00  1.87084712e+01 -6.06607512e-01  8.41629971e+00  1.10812731e+00  2.34311025e+00  5.69367992e-01  6.43214604e-01  2.19897363e-01  1.81297137e-01  9.57081746e-02  2.71920934e-02  9.59683989e-03  4.57283999e-03  3.78277736e-02  4.53534817e-02  1.14123662e-01 -7.07383554e-03
 5.77154300e+00  7.98802318e+00 -2.74577611e+00  1.69505693e+01 -7.04342942e-01  7.61779457e+00  9.58844971e-01  2.09548354e+00  5.00398894e-01  5.65024893e-01  1.92054332e-01  1.53664140e-01  8.29704134e-02  1.76244994e-02  8.91004386e-03  4.55928124e-04  3.23373941e-02  4.73773984e-02  9.86413526e-02 -1.97519525e-03
 5.82364700e+00  7.10830225e+00 -2.65958715e+00  1.53476392e+01 -7.82013945e-01  6.89299228e+00  8.27007712e-01  1.87456029e+00  4.40846949e-01  4.97133528e-01  1.68483894e-01  1.30802436e-01  7.21922169e-02  1.00240157e-02  8.27838642e-03 -2.97771088e-03  2.75847744e-02  4.81569506e-02  8.46916806e-02  2.36869109e-03
 5.87575200e+00  6.31165575e+00 -2.56695559e+00  1.38871076e+01 -8.42197100e-01  6.23549226e+00  7.10845698e-01  1.67739934e+00  3.89355980e-01  4.37931724e-01  1.48498778e-01  1.11848544e-01  6.31652583e-02  4.25254265e-03  7.62148653e-03 -5.81316489e-03  2.35545597e-02  4.79318039e-02  7.22348666e-02  6.02176854e-03
 5.92785600e+00  5.59043899e+00 -2.46970859e+00  1.25564732e+01 -8.87276269e-01  5.63896438e+00  6.08646901e-01  1.50120711e+00  3.44676861e-01  3.86057107e-01  1.31458070e-01  9.60570879e-02  5.56447816e-02  9.68220222e-05  6.91183969e-03 -8.12393882e-03  2.01935928e-02  4.69189211e-02  6.12010580e-02  8.99161636e-03
 5.97996000e+00  4.93748666e+00 -2.36942125e+00  1.13436968e+01 -9.19420607e-01  5.09734048e+00  5.18779487e-01  1.34341308e+00  3.05692090e-01  3.40383187e-01  1.16789441e-01  8.28002619e-02  4.93760800e-02 -2.71046788e-03  6.15278258e-03 -9.97130134e-03  1.74205915e-02  4.53063740e-02  5.14932986e-02  1.12707232e-02
 6.03206400e+00  4.34632973e+00 -2.26742586e+00  1.02377460e+01 -9.40552737e-01  4.60508314e+00  4.39743509e-01  1.20175730e+00  2.71442642e-01  3.00004754e-01  1.04008242e-01  7.15650868e-02  4.41193196e-02 -4.45857531e-03  5.36371550e-03 -1.14070246e-02  1.51410138e-02  4.32521740e-02  4.29978015e-02  1.28667672e-02
 6.08416800e+00  3.81123515e+00 -2.16482323e+00  9.22879639e+00 -9.52340698e-01  4.15729493e+00  3.70199986e-01  1.07431659e+00  2.41135762e-01  2.64206058e-01  9.27247551e-02  6.19435034e-02  3.96656665e-02 -5.42847522e-03  4.57088085e-03 -1.24779899e-02  1.32608952e-02  4.08866241e-02  3.55944212e-02  1.38191769e-02
 6.13627300e+00  3.32716561e+00 -2.06250367e+00  8.30824933e+00 -9.56209122e-01  3.74973388e+00  3.08982924e-01  9.59491470e-01  2.14138544e-01  2.32423728e-01  8.26420113e-02  5.36188994e-02  3.58447100e-02 -5.87015800e-03  3.80189445e-03 -1.32299207e-02  1.16971291e-02  3.83162269e-02  2.91659247e-02  1.42020379e-02
 6.18837700e+00  2.88972556e+00 -1.96118395e+00  7.46868648e+00 -9.53366066e-01  3.37878829e+00  2.55099160e-01  8.55973286e-01  1.89962123e-01  2.04211997e-01  7.35468322e-02  4.63513283e-02  3.25247101e-02 -5.98955520e-03  3.08254130e-03 -1.37088660e-02  1.03831512e-02  3.56280132e-02  2.36050252e-02  1.41168522e-02
 6.24048100e+00  2.49498935e+00 -1.86142664e+00  6.70356767e+00 -9.44838439e-01  3.04132777e+00  2.07703643e-01  7.62673756e-01  1.68233585e-01  1.79205489e-01  6.52939957e-02  3.99607916e-02  2.96070839e-02 -5.94440100e-03  2.43459774e-03 -1.39605426e-02  9.26987478e-03  3.28928083e-02  1.88170682e-02  1.36799056e-02
 6.29258500e+00  2.13942494e+00 -1.76367727e+00  6.00708524e+00 -9.31507324e-01  2.73461850e+00  1.66079727e-01  6.78674466e-01  1.48670813e-01  1.57094410e-01  5.77902081e-02  3.43131659e-02  2.70192551e-02 -5.84661442e-03  1.87447965e-03 -1.40280822e-02  8.32359254e-03  3.01682392e-02  1.47212805e-02  1.30085087e-02
 6.34468900e+00  1.81978973e+00 -1.66828769e+00  5.37395102e+00 -9.14139409e-01  2.45620775e+00  1.29612084e-01  6.03172589e-01  1.31056298e-01  1.37603931e-01  5.09773615e-02  2.93073203e-02  2.47069388e-02 -5.76870295e-03  1.41235098e-03 -1.39495746e-02  7.52184514e-03  2.75008426e-02  1.12494822e-02  1.22094411e-02
 6.39679400e+00  1.53305879e+00 -1.57553464e+00  4.79923887e+00 -8.93410909e-01  2.20383566e+00  9.77628953e-02  5.35440446e-01  1.15215371e-01  1.20481001e-01  4.48179239e-02  2.48648569e-02  2.26276966e-02 -5.75180930e-03  1.05180033e-03 -1.37562856e-02  6.84883263e-03  2.49276778e-02  8.34380419e-03  1.13711835e-02
 6.44889800e+00  1.27640720e+00 -1.48564211e+00  4.27833444e+00 -8.69926320e-01  1.97539848e+00  7.00556592e-02  4.74805167e-01  1.01001093e-01  1.05488658e-01  3.92839649e-02  2.09228824e-02  2.07465428e-02 -5.81374210e-03  7.90144845e-04 -1.34721161e-02  6.29148548e-03  2.24778247e-02  5.95428374e-03  1.05603477e-02
 6.50100200e+00  1.04715997e+00 -1.39878172e+00  3.80682323e+00 -8.44227000e-01  1.76888971e+00  4.60581911e-02  4.20627536e-01  8.82812751e-02  9.24013905e-02  3.43484233e-02  1.74283184e-02  1.90330289e-02 -5.95600821e-03  6.19228695e-04 -1.31142577e-02  5.83664278e-03  2.01731069e-02  4.03602372e-03  9.82143159e-03
 6.55310600e+00  8.42811664e-01 -1.31508769e+00  3.38052433e+00 -8.16799294e-01  1.58240961e+00  2.53764948e-02  3.72302742e-01  7.69329160e-02  8.10064800e-02  2.99808012e-02  1.43350103e-02  1.74602351e-02 -6.16945100e-03  5.26730334e-04 -1.26947778e-02  5.46978649e-03  1.80290776e-02  2.54732636e-03  9.17915775e-03
 6.60521000e+00  6.61024550e-01 -1.23466034e+00  2.99548755e+00 -7.88078087e-01  1.41416204e+00  7.64908491e-03  3.29259701e-01  6.68383549e-02  7.11048971e-02  2.61449617e-02  1.16018132e-02  1.60045442e-02 -6.43847881e-03  4.97679967e-04 -1.22225727e-02  5.17497066e-03  1.60555648e-02  1.44807676e-03  8.64204546e-03
 6.65731500e+00  4.99630766e-01 -1.15756838e+00  2.64800355e+00 -7.58448846e-01  1.26245913e+00 -7.45588067e-03  2.90963353e-01  5.78838118e-02  6.25126633e-02  2.27990176e-02  9.19164789e-03  1.46459097e-02 -6.74410767e-03  5.16022482e-04 -1.17052118e-02  4.93564350e-03  1.42571052e-02  6.98736730e-04  8.20640772e-03
 6.70941900e+00  3.56646944e-01 -1.08385747e+00  2.33464507e+00 -7.28252183e-01  1.12574068e+00 -2.02407524e-02  2.56920653e-01  4.99600843e-02  5.50626629e-02  1.98968451e-02  7.07128719e-03  1.33683327e-02 -7.06607124e-03  5.66025429e-04 -1.11503872e-02  4.73591854e-03  1.26334936e-02  2.59904526e-04  7.86020066e-03
 6.76152300e+00  2.30254157e-01 -1.01354353e+00  2.05223593e+00 -6.97782849e-01  1.00256233e+00 -3.09808682e-02  2.26678232e-01  4.29622164e-02  4.86042296e-02  1.73896522e-02  5.21089792e-03  1.21599123e-02 -7.38436365e-03  6.33403901e-04 -1.05666550e-02  4.56181423e-03  1.11800195e-02  9.21499195e-05  7.58628297e-03
 6.81362700e+00  1.18804793e-01 -9.46620595e-01  1.79787879e+00 -6.67294776e-01  8.91609005e-01 -3.99241295e-02  1.99825895e-01  3.67911174e-02  4.30037492e-02  1.52283808e-02  3.58407318e-03  1.10128756e-02 -7.68030883e-03  7.06083264e-04 -9.96367648e-03  4.40224992e-03  9.88814536e-03  1.56304501e-04  7.36513773e-03
 6.86573100e+00  2.08097787e-02 -8.83061176e-01  1.56894050e+00 -6.37003650e-01  7.91689470e-01 -4.72924051e-02  1.75994763e-01  3.13542405e-02  3.81438447e-02  1.33656071e-02  2.16755741e-03  9.92318986e-03 -7.93738089e-03  7.74595947e-04 -9.35193432e-03  4.24956582e-03  8.74613579e-03  4.13876817e-04  7.17693877e-03
 6.91783600e+00 -6.50749310e-02 -8.22817052e-01  1.36303401e+00 -6.07089733e-01  7.01728685e-01 -5.32831217e-02  1.54854558e-01  2.65661635e-02  3.39222522e-02  1.17571022e-02  9.40908574e-04  8.88995481e-03 -8.14181562e-03  8.32153764e-04 -8.74215208e-03  4.09956127e-03  7.73982945e-03  8.27609364e-04  7.00308185e-03
 6.96994000e+00 -1.40055259e-01 -7.65825910e-01  1.17801499e+00 -5.77703666e-01  6.20766098e-01 -5.80706709e-02  1.36112037e-01  2.23493614e-02  3.02508227e-02  1.03630691e-02 -1.13798310e-04  7.91475529e-03 -8.28302175e-03  8.74461762e-04 -8.14466076e-03  3.95113032e-03  6.85359222e-03  1.36202867e-03  6.82727380e-03
 7.02204400e+00 -2.05222374e-01 -7.12006634e-01  1.01193703e+00 -5.48966522e-01  5.47935430e-01 -6.18091729e-02  1.19505020e-01  1.86338189e-02  2.70536017e-02  9.14859673e-03 -1.01253131e-03  7.00076856e-03 -8.35384963e-03  8.99374466e-04 -7.56868970e-03  3.80557615e-03  6.07110747e-03  1.98405201e-03  6.63620631e-03
 7.07414800e+00 -2.61558881e-01 -6.61266334e-01  8.63046127e-01 -5.20975499e-01  4.82461362e-01 -6.46341784e-02  1.04800476e-01  1.53573367e-02  2.42656988e-02  8.08400139e-03 -1.76961506e-03  6.15209854e-03 -8.35063374e-03  9.06454272e-04 -7.02191875e-03  3.66580596e-03  5.37631759e-03  2.66343936e-03  6.41994152e-03
 7.12625300e+00 -3.09953401e-01 -6.13500684e-01  7.29753205e-01 -4.93806007e-01  4.23646477e-01 -6.66649928e-02  9.17904587e-02  1.24651110e-02  2.18317382e-02  7.14464643e-03 -2.39813563e-03  5.37307558e-03 -8.27307221e-03  8.96518442e-04 -6.51015613e-03  3.53549425e-03  4.75414409e-03  3.37318404e-03  6.17200645e-03
 7.17835700e+00 -3.51207688e-01 -5.68599915e-01  6.10624832e-01 -4.67516682e-01  3.70866165e-01 -6.80065826e-02  8.02900061e-02  9.90951957e-03  1.97047081e-02  6.31063515e-03 -2.91019958e-03  4.66776120e-03 -8.12394553e-03  8.71220294e-04 -6.03727556e-03  3.41835118e-03  4.19112444e-03  4.08969688e-03  5.88929242e-03
 7.23046100e+00 -3.86051507e-01 -5.26445621e-01  5.04350813e-01 -4.42148903e-01  3.23553374e-01 -6.87516701e-02  7.01329813e-02  7.64924434e-03  1.78444686e-02  5.56616946e-03 -3.31723729e-03  4.03942884e-03 -7.90868229e-03  8.32693737e-04 -5.60522968e-03  3.31752336e-03  3.67574039e-03  4.79299111e-03  5.57172823e-03
 7.28256500e+00 -4.15146820e-01 -4.86916618e-01  4.09739891e-01 -4.17731274e-01  2.81195812e-01 -6.89822108e-02  6.11708198e-02  5.64887622e-03  1.62168583e-02  4.89901279e-03 -3.63011139e-03  3.49031938e-03 -7.63484132e-03  7.83279301e-04 -5.21429283e-03  3.23520881e-03  3.19866870e-03  5.46660022e-03  5.22186780e-03
 7.33466900e+00 -4.39095651e-01 -4.49889912e-01  3.25704419e-01 -3.94281179e-01  2.43328412e-01 -6.87708583e-02  5.32703426e-02  3.87819093e-03  1.47926917e-02  4.29984450e-03 -3.85922428e-03  3.02143423e-03 -7.31153532e-03  7.25329980e-04 -4.86333536e-03  3.17244811e-03  2.75278682e-03  6.09744967e-03  4.84436909e-03
 7.38677400e+00 -4.58446286e-01 -4.15241724e-01  2.51248388e-01 -3.71806181e-01  2.09527353e-01 -6.81821511e-02  4.63120103e-02  2.31144535e-03  1.35469123e-02  3.76165332e-03 -4.01456232e-03  2.63243780e-03 -6.94883794e-03  6.61087220e-04 -4.55013841e-03  3.12908518e-03  2.33302919e-03  6.67563430e-03  4.44542779e-03
 7.43887800e+00 -4.73696904e-01 -3.82851489e-01  1.85464011e-01 -3.50307296e-01  1.79408079e-01 -6.72735684e-02  4.01890616e-02  9.26835126e-04  1.24579818e-02  3.27923884e-03 -4.10568817e-03  2.32167990e-03 -6.55725502e-03  5.92620522e-04 -4.27173651e-03  3.10386431e-03  1.93616777e-03  7.19407621e-03  4.03224845e-03
 7.49098200e+00 -4.85302134e-01 -3.52598990e-01  1.27515628e-01 -3.29777752e-01  1.52617639e-01 -6.60962939e-02  3.48055270e-02 -2.94306051e-04  1.15071467e-02  2.84868464e-03 -4.14173527e-03  2.08621416e-03 -6.14718335e-03  5.21795962e-04 -4.02467339e-03  3.09461182e-03  1.56043923e-03  7.64825269e-03  3.61247075e-03
 7.54308600e+00 -4.93675288e-01 -3.24367917e-01  7.66391647e-02 -3.10205869e-01  1.28834177e-01 -6.46959463e-02  3.00757342e-02 -1.36795000e-03  1.06780472e-02  2.46701401e-03 -4.13135667e-03  1.92194640e-03 -5.72851804e-03  4.50283430e-04 -3.80527497e-03  3.09847948e-03  1.20521980e-03  8.03579551e-03  3.19373063e-03
 7.59519000e+00 -4.99192128e-01 -2.98045800e-01  3.21350572e-02 -2.91575584e-01  1.07763545e-01 -6.31131480e-02  2.59232318e-02 -2.30790930e-03  9.95629039e-03  2.13186868e-03 -4.08268489e-03  1.82378317e-03 -5.31031619e-03  3.79571554e-04 -3.60984095e-03  3.11220174e-03  8.70660613e-04  8.35615078e-03  2.78325944e-03
 7.64729500e+00 -5.02193902e-01 -2.73523984e-01 -6.63732214e-03 -2.73866933e-01  8.91366422e-02 -6.13839766e-02  2.22798740e-02 -3.12628580e-03  9.32911578e-03  1.84126265e-03 -4.00328719e-03  1.78581530e-03 -4.90055300e-03  3.10986756e-04 -3.43478938e-03  3.13234562e-03  5.57353783e-04  8.61024979e-03  2.38756841e-03
 7.69939900e+00 -5.02989876e-01 -2.50699717e-01 -4.02611727e-02 -2.57058069e-01  7.27087697e-02 -5.95405178e-02  1.90853075e-02 -3.83377366e-03  8.78518303e-03  1.59342296e-03 -3.90013483e-03  1.80151855e-03 -4.50600610e-03  2.45716746e-04 -3.27677170e-03  3.15553002e-03  2.66074748e-04  8.80018632e-03  2.01225797e-03
 7.75150300e+00 -5.01860154e-01 -2.29473451e-01 -6.92707004e-02 -2.41123804e-01  5.82556890e-02 -5.76110288e-02  1.62858284e-02 -4.44004893e-03  8.31429680e-03  1.38662604e-03 -3.77956472e-03  1.86395326e-03 -4.13214180e-03  1.84815395e-04 -3.13271622e-03  3.17860899e-03 -2.47799152e-06  8.92897606e-03  1.66183495e-03
 7.80360700e+00 -4.99057689e-01 -2.09750761e-01 -9.41517353e-02 -2.26037463e-01  4.55734693e-02 -5.56203938e-02  1.38339947e-02 -4.95393746e-03  7.90729738e-03  1.21913138e-03 -3.64726595e-03  1.96596803e-03 -3.78314871e-03  1.29214348e-04 -2.99987507e-03  3.19880534e-03 -2.47822021e-04  9.00030329e-03  1.33968161e-03
 7.85571100e+00 -4.94810496e-01 -1.91441789e-01 -1.15345984e-01 -2.11770950e-01  3.44766210e-02 -5.35903865e-02  1.16879236e-02 -5.38360863e-03  7.55592466e-03  1.08911834e-03 -3.50826997e-03  2.10038658e-03 -3.46198613e-03  7.97219886e-05 -2.87583117e-03  3.21380023e-03 -4.69802520e-04  9.01833022e-03  1.04805064e-03
 7.90781600e+00 -4.89323509e-01 -1.74460812e-01 -1.33254609e-01 -1.98294848e-01  2.47965461e-02 -5.15399021e-02  9.81067419e-03 -5.73671050e-03  7.25271726e-03  9.94652160e-04 -3.36694982e-03  2.26018162e-03 -3.17047594e-03  3.70186225e-05 -2.75849106e-03  3.22178021e-03 -6.68648956e-04  8.98753383e-03  7.88115212e-04
 7.95992000e+00 -4.82780891e-01 -1.58727362e-01 -1.48240008e-01 -1.85579736e-01  1.63809682e-02 -4.94853687e-02  8.16984803e-03 -6.02043336e-03  6.99096054e-03  9.33676806e-04 -3.22704265e-03  2.43861075e-03 -2.90944893e-03  1.65319530e-06 -2.64607879e-03  3.22144721e-03 -8.44969728e-04  8.91257734e-03  5.60082141e-04
 8.01202400e+00 -4.75347134e-01 -1.44164095e-01 -1.60630817e-01 -1.73594909e-01  9.09161146e-03 -4.74407487e-02  6.73687809e-03 -6.24160781e-03  6.76459298e-03  9.04004144e-04 -3.09165413e-03  2.62935896e-03 -2.67885186e-03 -2.59683563e-05 -2.53710186e-03  3.21200067e-03 -9.99750532e-04  8.79820059e-03  3.63282818e-04
 8.06412800e+00 -4.67169101e-01 -1.30697941e-01 -1.70723269e-01 -1.62309653e-01  2.80382421e-03 -4.54179209e-02  5.48672470e-03 -6.40670973e-03  6.56818225e-03  9.03331813e-04 -2.96329802e-03  2.82662445e-03 -2.47791704e-03 -4.55849013e-05 -2.43033710e-03  3.19309601e-03 -1.13428990e-03  8.64913731e-03  1.96330544e-04
 8.11623200e+00 -4.58377469e-01 -1.18259581e-01 -1.78784227e-01 -1.51693183e-01 -2.59470249e-03 -4.34268535e-02  4.39742578e-03 -6.52188351e-03  6.39687815e-03  9.29258047e-04 -2.84392895e-03  3.02519301e-03 -2.30530140e-03 -5.70833603e-05 -2.32480461e-03  3.16478928e-03 -1.25013921e-03  8.47004838e-03  5.72584998e-05
 8.16833700e+00 -4.49087994e-01 -1.06783054e-01 -1.85053793e-01 -1.41714640e-01 -7.20504114e-03 -4.14757664e-02  3.44970872e-03 -6.59294703e-03  6.24637380e-03  9.79304561e-04 -2.73498153e-03  3.22048807e-03 -2.15922141e-03 -6.04973403e-05 -2.21974244e-03  3.12747219e-03 -1.34903301e-03  8.26546514e-03 -5.63401630e-05
 8.22044100e+00 -4.39403580e-01 -9.62064627e-02 -1.89747226e-01 -1.32344006e-01 -1.11176581e-02 -3.95714677e-02  2.62672741e-03 -6.62538366e-03  6.11288308e-03  1.05093694e-03 -2.63742396e-03  3.40857883e-03 -2.03758945e-03 -5.60015993e-05 -2.11459254e-03  3.08180779e-03 -1.43280931e-03  8.03976419e-03 -1.47169192e-04
 8.27254500e+00 -4.29414476e-01 -8.64704858e-02 -1.93057866e-01 -1.23551095e-01 -1.44138552e-02 -3.77193035e-02  1.91365653e-03 -6.62434343e-03  5.99309101e-03  1.14159679e-03 -2.55179401e-03  3.58620519e-03 -1.93810883e-03 -4.39030010e-05 -2.00896778e-03  3.02865958e-03 -1.50335227e-03  7.79711111e-03 -2.18118747e-04
 8.32464900e+00 -4.19200155e-01 -7.75191379e-02 -1.95158696e-01 -1.15306460e-01 -1.71662615e-02 -3.59234704e-02  1.29750328e-03 -6.59462926e-03  5.88413354e-03  1.24872527e-03 -2.47825818e-03  3.75074718e-03 -1.85838166e-03 -2.46270801e-05 -1.90264029e-03  2.96903169e-03 -1.56252297e-03  7.54145018e-03 -2.72146960e-04
 8.37675400e+00 -4.08830032e-01 -6.92992513e-02 -1.96204400e-01 -1.07581160e-01 -1.94397717e-02 -3.41870946e-02  7.66846083e-04 -6.54069103e-03  5.78356052e-03  1.36979282e-03 -2.41665966e-03  3.90020135e-03 -1.79598551e-03  1.29831846e-06 -1.79551873e-03  2.90401057e-03 -1.61211044e-03  7.27647563e-03 -3.12189446e-04
 8.42885800e+00 -3.98365270e-01 -6.17609692e-02 -1.96333080e-01 -1.00347437e-01 -2.12921290e-02 -3.25124999e-02  3.11669769e-04 -6.46662632e-03  5.68931093e-03  1.50231532e-03 -2.36657393e-03  4.03312816e-03 -1.74854345e-03  3.32589854e-05 -1.68763866e-03  2.83472103e-03 -1.65378654e-03  7.00563693e-03 -3.41079167e-04
 8.48096200e+00 -3.87858520e-01 -5.48566844e-02 -1.95667998e-01 -9.35779107e-02 -2.27748795e-02 -3.09011326e-02 -7.68734412e-05 -6.37617360e-03  5.59966899e-03  1.64389222e-03 -2.32735146e-03  4.14861934e-03 -1.71376854e-03  7.05766784e-05 -1.57913303e-03  2.76227763e-03 -1.68908086e-03  6.73209716e-03 -3.61489537e-04
