# R_Bohr c0_mEh c1_mEh c2_mEh c3_mEh c4_mEh c5_mEh c6_mEh c7_mEh c8_mEh c9_mEh c10_mEh c11_mEh c12_mEh c13_mEh c14_mEh c15_mEh c16_mEh c17_mEh c18_mEh c19_mEh c20_mEh c21_mEh c22_mEh c23_mEh c24_mEh c25_mEh
 7.28256500e+00 -4.18077938e-01 -4.84732237e-01  4.04377402e-01 -4.14723057e-01  2.73115654e-01 -6.40325973e-02  5.52502384e-02  1.11789505e-03  5.83627822e-03  2.16075569e-03  6.21706324e-03 -5.61412484e-03 -1.07361803e-04  6.01211046e-04  4.89314837e-03 -1.26846112e-03  6.52984653e-03 -8.86278040e-04  6.86270784e-04 -3.56132860e-03 -8.46125334e-03  2.43924482e-03  2.53436792e-03 -4.28948741e-03  1.70202088e-03  9.72083580e-04
 7.33466900e+00 -4.41731544e-01 -4.47738654e-01  3.21201008e-01 -3.91553411e-01  2.35841447e-01 -6.39571701e-02  4.74121656e-02 -4.30589448e-04  4.75766970e-03  1.41715586e-03  5.95674754e-03 -5.57466971e-03 -1.91733356e-04  3.42456960e-04  4.68250591e-03 -9.94638015e-04  6.33858670e-03 -1.01125309e-04  1.88060291e-04 -3.68067895e-03 -7.88671092e-03  2.45490301e-03  2.34427264e-03 -4.11864619e-03  1.85899751e-03  8.77238842e-04
 7.38677400e+00 -4.60849702e-01 -4.13119099e-01  2.47540959e-01 -3.69356304e-01  2.02604867e-01 -6.35203957e-02  4.05496165e-02 -1.73847722e-03  3.86731590e-03  7.53898861e-04  5.71607197e-03 -5.46407923e-03 -2.52393741e-04  8.72852256e-05  4.46446856e-03 -7.04421422e-04  6.11882281e-03  6.24803254e-04 -2.85521798e-04 -3.79561548e-03 -7.31620264e-03  2.44646708e-03  2.16860729e-03 -3.95555865e-03  2.00717798e-03  7.84852454e-04
 7.43887800e+00 -4.75935277e-01 -3.80754712e-01  1.82453086e-01 -3.48131964e-01  1.73005981e-01 -6.27776349e-02  3.45458077e-02 -2.83569617e-03  3.13201957e-03  1.69926979e-04  5.48685830e-03 -5.30032096e-03 -2.94329569e-04 -1.58844143e-04  4.24031689e-03 -4.14804996e-04  5.87904335e-03  1.28631889e-03 -7.23453100e-04 -3.90300997e-03 -6.75584351e-03  2.42156537e-03  2.01434847e-03 -3.80000551e-03  2.14499725e-03  6.99049617e-04
 7.49098200e+00 -4.87441631e-01 -3.50526816e-01  1.25079002e-01 -3.27872347e-01  1.46681847e-01 -6.17777569e-02  2.92957763e-02 -3.74952251e-03  2.52302861e-03 -3.36502383e-04  5.26297440e-03 -5.10023566e-03 -3.22227102e-04 -3.90971227e-04  4.01201753e-03 -1.40018767e-04  5.62731140e-03  1.88091172e-03 -1.11734487e-03 -4.00019565e-03 -6.21151635e-03  2.38681669e-03  1.88693222e-03 -3.65167175e-03  2.27157116e-03  6.23270228e-04
 7.54308600e+00 -4.95776164e-01 -3.22320344e-01  7.46440630e-02 -3.08564164e-01  1.23305490e-01 -6.05638803e-02  2.47061820e-02 -4.50440594e-03  2.01576985e-03 -7.67849753e-04  5.04014628e-03 -4.87904994e-03 -3.40356867e-04 -6.04795037e-04  3.78193424e-03  1.08599733e-04  5.37102089e-03  2.40821640e-03 -1.46135406e-03 -4.08505717e-03 -5.68867045e-03  2.34774902e-03  1.79019519e-03 -3.51027510e-03  2.38664663e-03  5.60314542e-04
 7.59519000e+00 -5.01305412e-01 -2.96023709e-01  3.04484055e-02 -2.90189560e-01  1.02581835e-01 -5.91740010e-02  2.06943688e-02 -5.12201847e-03  1.58947524e-03 -1.12731714e-03  4.81571507e-03 -4.65004460e-03 -3.52504486e-04 -7.96791264e-04  3.55257105e-03  3.22598049e-04  5.11671298e-03  2.86957894e-03 -1.75203607e-03 -4.15608235e-03 -5.19212456e-03  2.30878712e-03  1.72639844e-03 -3.37563198e-03  2.49053154e-03  5.12376087e-04
 7.64729500e+00 -5.04359337e-01 -2.71528759e-01 -8.14077060e-03 -2.72726752e-01  8.42442377e-02 -5.76415263e-02  1.71874638e-02 -5.62136342e-03  1.22681177e-03 -1.41880539e-03  4.58838011e-03 -4.42436944e-03 -3.61932756e-04 -9.64270961e-04  3.32636901e-03  4.96268882e-04  4.86996494e-03  3.26765533e-03 -1.98811430e-03 -4.21236875e-03 -4.72593051e-03  2.27329374e-03  1.69633172e-03 -3.24768441e-03  2.58400005e-03  4.81073159e-04
 7.69939900e+00 -5.05234983e-01 -2.48732891e-01 -4.16928774e-02 -2.56152157e-01  6.80529781e-02 -5.59958976e-02  1.41217764e-02 -6.01890239e-03  9.13543697e-04 -1.64680439e-03  4.35796336e-03 -4.21100760e-03 -3.71368677e-04 -1.10537651e-03  3.10557635e-03  6.26398480e-04  4.63536538e-03  3.60601978e-03 -2.17017663e-03 -4.25358899e-03 -4.29333450e-03  2.24365434e-03  1.69947525e-03 -3.12650757e-03  2.66817654e-03  4.67481800e-04
 7.75150300e+00 -5.04200244e-01 -2.27536407e-01 -7.07243853e-02 -2.40439059e-01  5.37905468e-02 -5.42628597e-02  1.14415325e-02 -6.32882021e-03  6.38133602e-04 -1.81631104e-03  4.12514014e-03 -4.01680106e-03 -3.83012211e-04 -1.21907176e-03  2.89212228e-03  7.11982776e-04  4.41649344e-03  3.88889676e-03 -2.30038761e-03 -4.27993925e-03 -3.89669631e-03  2.22138236e-03  1.73419196e-03 -3.01227101e-03  2.74443395e-03  4.72164070e-04
 7.80360700e+00 -5.01496633e-01 -2.07844499e-01 -9.57012643e-02 -2.25559530e-01  4.12607422e-02 -5.24649755e-02  9.09830322e-03 -6.56322055e-03  3.91425964e-04 -1.93267600e-03  3.89123091e-03 -3.84660005e-03 -3.98558546e-04 -1.30507117e-03  2.68757527e-03  7.53872121e-04  4.21598522e-03  4.12086512e-03 -2.38214567e-03 -4.29205799e-03 -3.53753788e-03  2.20724778e-03  1.79794443e-03 -2.90521096e-03  2.81427797e-03  4.95205525e-04
 7.85571100e+00 -4.97342041e-01 -1.89566773e-01 -1.17044763e-01 -2.11484553e-01  3.02861861e-02 -5.06219516e-02  7.05011361e-03 -6.73238507e-03  1.66311922e-04 -2.00147608e-03  3.65799361e-03 -3.70344776e-03 -4.19232512e-04 -1.36376612e-03  2.49311358e-03  7.54420320e-04  4.03560455e-03  4.30665020e-03 -2.41977229e-03 -4.29094024e-03 -3.21657681e-03  2.20140881e-03  1.88751207e-03 -2.80558448e-03  2.87925044e-03  5.36253331e-04
 7.90781600e+00 -4.91932987e-01 -1.72616881e-01 -1.35136221e-01 -1.98184152e-01  2.07062663e-02 -4.87509185e-02  5.26063476e-03 -6.84502333e-03 -4.25813896e-05 -2.02838414e-03  3.42744125e-03 -3.58880374e-03 -4.45831365e-04 -1.39613556e-03  2.30952391e-03  7.17134210e-04  3.87633407e-03  4.45095523e-03 -2.41821594e-03 -4.27784709e-03 -2.93378688e-03  2.20354360e-03  1.99920421e-03 -2.71362484e-03  2.94084568e-03  5.94561234e-04
 7.95992000e+00 -4.85447117e-01 -1.56913709e-01 -1.50319770e-01 -1.85628718e-01  1.23761653e-02 -4.68668538e-02  3.69859267e-03 -6.90850330e-03 -2.39158390e-04 -2.01904714e-03  3.20170783e-03 -3.50279599e-03 -4.78770163e-04 -1.40364820e-03  2.13723799e-03  6.46347724e-04  3.73849083e-03  4.55832126e-03 -2.38278655e-03 -4.25421943e-03 -2.68849981e-03  2.21297455e-03  2.12904631e-03 -2.62951034e-03  3.00043721e-03  6.69033247e-04
 8.01202400e+00 -4.78044394e-01 -1.42379304e-01 -1.62907998e-01 -1.73787722e-01  5.16426883e-03 -4.49826153e-02  2.33689881e-03 -6.92908441e-03 -4.26137137e-04 -1.97898170e-03  2.98289632e-03 -3.44445526e-03 -5.18135450e-04 -1.38816895e-03  1.97634853e-03  5.46918089e-04  3.62181471e-03  4.63305043e-03 -2.31892363e-03 -4.22159588e-03 -2.47946255e-03  2.22878196e-03  2.27296683e-03 -2.55332364e-03  3.05923330e-03  7.58283077e-04
 8.06412800e+00 -4.69869075e-01 -1.28940059e-01 -1.73183709e-01 -1.62630965e-01 -1.04840173e-03 -4.31093039e-02  1.15219043e-03 -6.91210588e-03 -6.05265235e-04 -1.91347987e-03  2.77299611e-03 -3.41196429e-03 -5.63735246e-04 -1.35186141e-03  1.82667000e-03  4.23965470e-04  3.52558553e-03  4.67913263e-03 -2.23200210e-03 -4.18154303e-03 -2.30495306e-03  2.24990332e-03  2.42693814e-03 -2.48503829e-03  3.11823767e-03  8.60685695e-04
 8.11623200e+00 -4.61051024e-01 -1.16526218e-01 -1.81403129e-01 -1.52128480e-01 -6.36956281e-03 -4.12564231e-02  1.24256927e-04 -6.86216217e-03 -7.77530002e-04 -1.82753540e-03  2.57380173e-03 -3.40287912e-03 -6.15151115e-04 -1.29709963e-03  1.68778623e-03  2.82650289e-04  3.44871810e-03  4.70021352e-03 -2.12717714e-03 -4.13559638e-03 -2.16286739e-03  2.27521673e-03  2.58710126e-03 -2.42450622e-03  3.17823194e-03  9.74435633e-04
 8.16833700e+00 -4.51706759e-01 -1.05071507e-01 -1.87798534e-01 -1.42250483e-01 -1.08967956e-02 -3.94320161e-02 -7.64449656e-04 -6.78324826e-03 -9.43341848e-04 -1.72578405e-03  2.38685387e-03 -3.41433141e-03 -6.71789334e-04 -1.22638506e-03  1.55910056e-03  1.27988939e-04  3.38985103e-03  4.69958088e-03 -2.00926334e-03 -4.08521284e-03 -2.05080665e-03  2.30360872e-03  2.74986543e-03 -2.37145536e-03  3.23977221e-03  1.09760674e-03
 8.22044100e+00 -4.41941279e-01 -9.45138291e-02 -1.92580018e-01 -1.32968226e-01 -1.47181466e-02 -3.76429581e-02 -1.52916177e-03 -6.67888811e-03 -1.10267705e-03 -1.61247042e-03  2.21341681e-03 -3.44320409e-03 -7.32923810e-04 -1.14227954e-03  1.43989640e-03 -3.52753689e-05  3.34743057e-03  4.68016837e-03 -1.88265973e-03 -4.03174015e-03 -1.96616792e-03  2.33402335e-03  2.91196679e-03 -2.32550042e-03  3.30319155e-03  1.22819818e-03
 8.27254500e+00 -4.31847978e-01 -8.47937922e-02 -1.95938210e-01 -1.24252953e-01 -1.79134804e-02 -3.58948816e-02 -2.18325392e-03 -6.55222390e-03 -1.25522857e-03 -1.49140982e-03  2.05443661e-03 -3.48628301e-03 -7.97746465e-04 -1.04733376e-03  1.32936973e-03 -2.02794624e-04  3.31977295e-03  4.64457129e-03 -1.75128213e-03 -3.97638796e-03 -1.90620658e-03  2.36550196e-03  3.07053528e-03 -2.28615020e-03  3.36862372e-03  1.36420111e-03
 8.32464900e+00 -4.21510241e-01 -7.58554452e-02 -1.98045516e-01 -1.16076735e-01 -2.05548670e-02 -3.41924376e-02 -2.73847527e-03 -6.40609912e-03 -1.40050286e-03 -1.36598315e-03  1.91054929e-03 -3.54038020e-03 -8.65402598e-04 -9.44038897e-04  1.22668141e-03 -3.70674854e-04  3.30512779e-03  4.59507102e-03 -1.61854446e-03 -3.92021840e-03 -1.86811227e-03  2.39720430e-03  3.22310941e-03 -2.25283001e-03  3.43602226e-03  1.50363729e-03
 8.37675400e+00 -4.11001890e-01 -6.76457505e-02 -1.99057840e-01 -1.08412194e-01 -2.27073876e-02 -3.25393374e-02 -3.20523196e-03 -6.24311315e-03 -1.53791489e-03 -1.23913146e-03  1.78207991e-03 -3.60243351e-03 -9.35028204e-04 -8.34779090e-04  1.13098919e-03 -5.35523477e-04  3.30172530e-03  4.53366401e-03 -1.48734828e-03 -3.86413943e-03 -1.84906423e-03  2.42842141e-03  3.36765159e-03 -2.22490136e-03  3.50519137e-03  1.64460638e-03
 8.42885800e+00 -4.00388738e-01 -6.01150568e-02 -1.99115953e-01 -1.01233123e-01 -2.44295898e-02 -3.09385749e-02 -3.59276672e-03 -6.06567787e-03 -1.66684865e-03 -1.11337443e-03  1.66906634e-03 -3.66957666e-03 -1.00577452e-03 -7.21804972e-04  1.04148488e-03 -6.94453490e-04  3.30781568e-03  4.46209959e-03 -1.36010437e-03 -3.80891124e-03 -1.84628178e-03  2.45857566e-03  3.50253187e-03 -2.20168653e-03  3.57581134e-03  1.78531113e-03
 8.48096200e+00 -3.89728087e-01 -5.32160203e-02 -1.98346876e-01 -9.45136411e-02 -2.57742891e-02 -2.93923246e-02 -3.90938926e-03 -5.87603009e-03 -1.78672733e-03 -9.90812275e-04  1.57126582e-03 -3.73920035e-03 -1.07684083e-03 -6.07194372e-04  9.57406936e-04 -8.45099304e-04  3.32169986e-03  4.38190632e-03 -1.23874243e-03 -3.75514717e-03 -1.85706329e-03  2.48721944e-03  3.62652742e-03 -2.18248785e-03  3.64747806e-03  1.92410292e-03
 8.53306600e+00 -3.79070180e-01 -4.69041191e-02 -1.96864952e-01 -8.82288242e-02 -2.67889037e-02 -2.79021485e-02 -4.16258420e-03 -5.67626498e-03 -1.89704258e-03 -8.73158331e-04  1.48819166e-03 -3.80898303e-03 -1.14748884e-03 -4.92841673e-04  8.78065420e-04 -9.85585081e-04  3.34175388e-03  4.29442866e-03 -1.12475565e-03 -3.70332901e-03 -1.87882126e-03  2.51402241e-03  3.73878494e-03 -2.16661099e-03  3.71972820e-03  2.05949332e-03
 8.58517000e+00 -3.68458618e-01 -4.11373683e-02 -1.94772934e-01 -8.23545707e-02 -2.75159665e-02 -2.64690372e-02 -4.35913896e-03 -5.46834683e-03 -1.99738483e-03 -7.61763996e-04  1.41914077e-03 -3.87691184e-03 -1.21705869e-03 -3.80443592e-04  8.02851727e-04 -1.11449739e-03  3.36644645e-03  4.20085576e-03 -1.01923874e-03 -3.65381940e-03 -1.90910813e-03  2.53875826e-03  3.83879070e-03 -2.15338323e-03  3.79206877e-03  2.19017253e-03
 8.63727500e+00 -3.57930747e-01 -3.58761092e-02 -1.92162903e-01 -7.68675197e-02 -2.79935608e-02 -2.50934510e-02 -4.50524163e-03 -5.25411296e-03 -2.08746194e-03 -6.57647361e-04  1.36322493e-03 -3.94129054e-03 -1.28498028e-03 -2.71490902e-04  7.31243799e-04 -1.23084870e-03  3.39435217e-03  4.10224613e-03 -9.22930397e-04 -3.60687552e-03 -1.94563697e-03  2.56128923e-03  3.92633503e-03 -2.14216926e-03  3.86400373e-03  2.31502093e-03
 8.68937900e+00 -3.47519010e-01 -3.10832951e-02 -1.89117377e-01 -7.17454774e-02 -2.82556845e-02 -2.37754854e-02 -4.60654724e-03 -5.03529449e-03 -2.16710098e-03 -5.61533521e-04  1.31940808e-03 -4.00073087e-03 -1.35077382e-03 -1.67275580e-04  6.62813572e-04 -1.33402496e-03  3.42415764e-03  3.99955825e-03 -8.36265829e-04 -3.56266755e-03 -1.98629305e-03  2.58154790e-03  4.00146649e-03 -2.13238467e-03  3.93504997e-03  2.43310315e-03
 8.74148300e+00 -3.37250258e-01 -2.67237841e-02 -1.85709837e-01 -6.69667947e-02 -2.83326707e-02 -2.25147703e-02 -4.66825552e-03 -4.81349341e-03 -2.23626003e-03 -4.73875870e-04  1.28653292e-03 -4.05414794e-03 -1.41405955e-03 -6.88813220e-05  5.97216967e-04 -1.42375285e-03  3.45466953e-03  3.89365825e-03 -7.59410487e-04 -3.52128763e-03 -2.02914772e-03  2.59952364e-03  4.06446201e-03 -2.12350408e-03  4.00476303e-03  2.54368073e-03
 8.79358700e+00 -3.27147055e-01 -2.27646540e-02 -1.82005690e-01 -6.25108008e-02 -2.82514849e-02 -2.13106291e-02 -4.69514725e-03 -4.59019915e-03 -2.29501715e-03 -3.94897552e-04  1.26335776e-03 -4.10073696e-03 -1.47455098e-03  2.28014258e-05  5.34194595e-04 -1.50004394e-03  3.48481446e-03  3.78534271e-03 -6.92310592e-04 -3.48276699e-03 -2.07246120e-03  2.61524594e-03  4.11578061e-03 -2.11506811e-03  4.07274502e-03  2.64619633e-03
 8.84569100e+00 -3.17227938e-01 -1.91750032e-02 -1.78062942e-01 -5.83576964e-02 -2.80360506e-02 -2.01621002e-02 -4.69162600e-03 -4.36678423e-03 -2.34356425e-03 -3.24621948e-04  1.24858594e-03 -4.13995181e-03 -1.53205196e-03  1.07068274e-04  4.73563104e-04 -1.56315151e-03  3.51363930e-03  3.67534850e-03 -6.34731316e-04 -3.44708709e-03 -2.11468528e-03  2.62877169e-03  4.15602773e-03 -2.10668624e-03  4.13865540e-03  2.74026631e-03
 8.89779600e+00 -3.07507675e-01 -1.59258022e-02 -1.73932777e-01 -5.44884816e-02 -2.77075309e-02 -1.90679621e-02 -4.66174767e-03 -4.14449960e-03 -2.38219685e-03 -2.62902853e-04  1.24089447e-03 -4.17147990e-03 -1.58645099e-03  1.83390857e-04  4.15205113e-04 -1.61352825e-03  3.54030966e-03  3.56435922e-03 -5.86292620e-04 -3.41418956e-03 -2.15446329e-03  2.64017442e-03  4.18592070e-03 -2.09803686e-03  4.20221793e-03  2.82566972e-03
 8.94990000e+00 -2.97998416e-01 -1.29900500e-02 -1.69660502e-01 -5.08852430e-02 -2.72846241e-02 -1.80268567e-02 -4.60924753e-03 -3.92449162e-03 -2.41129868e-03 -2.09458628e-04  1.23896080e-03 -4.19521262e-03 -1.63770881e-03  2.51398190e-04  3.59063537e-04 -1.65178260e-03  3.56410442e-03  3.45301940e-03 -5.46505703e-04 -3.38398765e-03 -2.19062382e-03  2.64953467e-03  4.20625466e-03 -2.08886604e-03  4.26321816e-03  2.90232701e-03
 9.00200400e+00 -2.88708954e-01 -1.03423180e-02 -1.65285641e-01 -4.75307027e-02 -2.67837711e-02 -1.70372021e-02 -4.53755613e-03 -3.70777700e-03 -2.43133243e-03 -1.63892662e-04  1.24148567e-03 -4.21122104e-03 -1.68585496e-03  3.10871519e-04  3.05124182e-04 -1.67864816e-03  3.58441446e-03  3.34192516e-03 -5.14796443e-04 -3.35636981e-03 -2.22218029e-03  2.65693485e-03  4.21787747e-03 -2.07898263e-03  4.32151038e-03  2.97029369e-03
 9.05410800e+00 -2.79645832e-01 -7.95892426e-03 -1.60842785e-01 -4.44085112e-02 -2.62194054e-02 -1.60973117e-02 -4.44981713e-03 -3.49526115e-03 -2.44282259e-03 -1.25723622e-04  1.24721477e-03 -4.21972556e-03 -1.73097311e-03  3.61723788e-04  2.53409425e-04 -1.69494719e-03  3.60073526e-03  3.23163427e-03 -4.90534429e-04 -3.33120817e-03 -2.24832118e-03  2.66245404e-03  4.22166216e-03 -2.06825360e-03  4.37700972e-03  3.02973651e-03
 9.10621200e+00 -2.70813480e-01 -5.81779040e-03 -1.56362007e-01 -4.15031585e-02 -2.56041557e-02 -1.52054042e-02 -4.34890029e-03 -3.28773602e-03 -2.44634257e-03 -9.44071915e-05  1.25495667e-03 -4.22106979e-03 -1.77319128e-03  4.03986474e-04  2.03966511e-04 -1.70156333e-03  3.61266166e-03  3.12266424e-03 -4.73053390e-04 -3.30836240e-03 -2.26840299e-03  2.66616578e-03  4.21848614e-03 -2.05659757e-03  4.42968871e-03  3.08091786e-03
 9.15831700e+00 -2.62214350e-01 -3.89833033e-03 -1.51869230e-01 -3.87999106e-02 -2.49490222e-02 -1.43596156e-02 -4.23741090e-03 -3.08587908e-03 -2.44250142e-03 -6.93562481e-05  1.26359830e-03 -4.21569484e-03 -1.81267182e-03  4.37795564e-04  1.56856681e-04 -1.69941700e-03  3.61988170e-03  3.01548948e-03 -4.61669033e-04 -3.28768284e-03 -2.28194170e-03  2.66813745e-03  4.20921299e-03 -2.04397764e-03  4.47957195e-03  3.12417942e-03
 9.21042100e+00 -2.53849843e-01 -2.18151922e-03 -1.47386991e-01 -3.62849962e-02 -2.42636008e-02 -1.35580889e-02 -4.11770903e-03 -2.89027232e-03 -2.43193203e-03 -4.99608655e-05  1.27211680e-03 -4.20411614e-03 -1.84959795e-03  4.63374912e-04  1.12149589e-04 -1.68944513e-03  3.62216966e-03  2.91054822e-03 -4.55694629e-04 -3.26901443e-03 -2.28860238e-03  2.66843071e-03  4.19467858e-03 -2.03039518e-03  4.52672526e-03  3.15992251e-03
 9.26252500e+00 -2.45719565e-01 -6.49600656e-04 -1.42934309e-01 -3.39452775e-02 -2.35561644e-02 -1.27988982e-02 -3.99190647e-03 -2.70138324e-03 -2.41527962e-03 -3.56012752e-05  1.27959036e-03 -4.18690104e-03 -1.88416844e-03  4.81026487e-04  6.99097336e-05 -1.67258364e-03  3.61938027e-03  2.80822852e-03 -4.54451737e-04 -3.25219608e-03 -2.28819084e-03  2.66710342e-03  4.17567835e-03 -2.01588123e-03  4.57125369e-03  3.18859740e-03
 9.31462900e+00 -2.37822208e-01  7.13833005e-04 -1.38527383e-01 -3.17684409e-02 -2.28338550e-02 -1.20801344e-02 -3.86188482e-03 -2.51958527e-03 -2.39319197e-03 -2.56634351e-05  1.28520484e-03 -4.16464956e-03 -1.91658560e-03  4.91114713e-04  3.01931353e-05 -1.64975353e-03  3.61144134e-03  2.70887504e-03 -4.57280691e-04 -3.23706343e-03 -2.28064210e-03  2.66421176e-03  4.15295911e-03 -2.00049053e-03  4.61328981e-03  3.21068540e-03
 9.36673300e+00 -2.30155577e-01  1.92394868e-03 -1.34179822e-01 -2.97429205e-02 -2.21028000e-02 -1.13999050e-02 -3.72930312e-03 -2.34515923e-03 -2.36631081e-03 -1.95498349e-05  1.28825870e-03 -4.13797695e-03 -1.94704804e-03  4.94055139e-04 -6.95936037e-06 -1.62184976e-03  3.59834723e-03  2.61278570e-03 -4.63547660e-04 -3.22344916e-03 -2.26601013e-03  2.65981311e-03  4.12721260e-03 -1.98429490e-03  4.65298690e-03  3.22668662e-03
 9.41883800e+00 -2.22716620e-01  2.99475948e-03 -1.29902862e-01 -2.78578396e-02 -2.13682141e-02 -1.07563365e-02 -3.59560533e-03 -2.17829591e-03 -2.33526382e-03 -1.66887391e-05  1.28816554e-03 -4.10749810e-03 -1.97574449e-03  4.90303178e-04 -4.15272341e-05 -1.58973199e-03  3.58015186e-03  2.52020913e-03 -4.72650323e-04 -3.21118328e-03 -2.24445664e-03  2.65396871e-03  4.09907079e-03 -1.96737712e-03  4.69051233e-03  3.23710835e-03
 9.47094200e+00 -2.15502145e-01  3.93911138e-03 -1.25705955e-01 -2.61031264e-02 -2.06345597e-02 -1.01476345e-02 -3.46204110e-03 -2.01911484e-03 -2.30066088e-03 -1.65416759e-05  1.28445453e-03 -4.07381713e-03 -2.00284602e-03  4.80344362e-04 -7.35109583e-05 -1.55422062e-03  3.55696370e-03  2.43135139e-03 -4.84021019e-04 -3.20009437e-03 -2.21624207e-03  2.64674698e-03  4.06910597e-03 -1.94982706e-03  4.72603789e-03  3.24245413e-03
 9.52304600e+00 -2.08508090e-01  4.76887073e-03 -1.21596514e-01 -2.44692710e-02 -1.99055561e-02 -9.57202002e-03 -3.32966126e-03 -1.86765141e-03 -2.26308538e-03 -1.86086634e-05  1.27676895e-03 -4.03751327e-03 -2.02850509e-03  4.64684727e-04 -1.02938043e-04 -1.51608851e-03  3.52893736e-03  2.34636571e-03 -4.97130395e-04 -3.19000861e-03 -2.18171221e-03  2.63822531e-03  4.03782685e-03 -1.93173543e-03  4.75973805e-03  3.24321610e-03
 9.57515000e+00 -2.01730205e-01  5.49490277e-03 -1.17580464e-01 -2.29474442e-02 -1.91843198e-02 -9.02778648e-03 -3.19933981e-03 -1.72387636e-03 -2.22309256e-03 -2.24323799e-05  1.26486279e-03 -3.99913464e-03 -2.05285031e-03  4.43842809e-04 -1.29861262e-04 -1.47606029e-03  3.49626882e-03  2.26536069e-03 -5.11488257e-04 -3.18075115e-03 -2.14128897e-03  2.62849243e-03  4.00568155e-03 -1.91319147e-03  4.79178181e-03  3.23986680e-03
 9.62725500e+00 -1.95163879e-01  6.12716626e-03 -1.13662278e-01 -2.15294048e-02 -1.84734118e-02 -8.51328388e-03 -3.07178102e-03 -1.58769660e-03 -2.18120493e-03 -2.76006095e-05  1.24859570e-03 -3.95919044e-03 -2.07598572e-03  4.18341887e-04 -1.54359675e-04 -1.43480915e-03  3.45918844e-03  2.18839880e-03 -5.26644651e-04 -3.17214628e-03 -2.09545832e-03  2.61764961e-03  3.97305831e-03 -1.89427941e-03  4.82232965e-03  3.23285331e-03
 9.67935900e+00 -1.88804713e-01  6.67472670e-03 -1.09845450e-01 -2.02075770e-02 -1.77749590e-02 -8.02696170e-03 -2.94754204e-03 -1.45897226e-03 -2.13791319e-03 -3.37469176e-05  1.22792805e-03 -3.91814928e-03 -2.09798844e-03  3.88705760e-04 -1.76535736e-04 -1.39295927e-03  3.41795841e-03  2.11550453e-03 -5.42188611e-04 -3.16401881e-03 -2.04476333e-03  2.60581227e-03  3.94029081e-03 -1.87507787e-03  4.85152771e-03  3.22259323e-03
 9.73146300e+00 -1.82647826e-01  7.14588703e-03 -1.06132207e-01 -1.89748572e-02 -1.70906330e-02 -7.56731250e-03 -2.82703133e-03 -1.33750770e-03 -2.09366980e-03 -4.05511966e-05  1.20291180e-03 -3.87643160e-03 -2.11891198e-03  3.55450392e-04 -1.96516231e-04 -1.35108110e-03  3.37286307e-03  2.04665854e-03 -5.57749312e-04 -3.15619403e-03 -1.98978841e-03  2.59310883e-03  3.90765784e-03 -1.85565619e-03  4.87950879e-03  3.20947052e-03
 9.78356700e+00 -1.76688412e-01  7.54819399e-03 -1.02523946e-01 -1.78246941e-02 -1.64217577e-02 -7.13291343e-03 -2.71053229e-03 -1.22306879e-03 -2.04889109e-03 -4.77382241e-05  1.17368330e-03 -3.83441118e-03 -2.13878591e-03  3.19081223e-04 -2.14447780e-04 -1.30969510e-03  3.32420672e-03  1.98180717e-03 -5.72993881e-04 -3.14849954e-03 -1.93115254e-03  2.57968102e-03  3.87538976e-03 -1.83607517e-03  4.90638822e-03  3.19383371e-03
 9.83567100e+00 -1.70921651e-01  7.88850571e-03 -9.90212881e-02 -1.67510303e-02 -1.57693444e-02 -6.72241644e-03 -2.59821461e-03 -1.11538681e-03 -2.00395595e-03 -5.50758454e-05  1.14045400e-03 -3.79241419e-03 -2.15761876e-03  2.80088912e-04 -2.30494173e-04 -1.26927218e-03  3.27230825e-03  1.92086485e-03 -5.87626344e-04 -3.14076632e-03 -1.86949844e-03  2.56568239e-03  3.84367212e-03 -1.81638632e-03  4.93226354e-03  3.17599456e-03
 9.88777600e+00 -1.65342631e-01  8.17304938e-03 -9.56241301e-02 -1.57482534e-02 -1.51341219e-02 -6.33454039e-03 -2.49014642e-03 -1.01416297e-03 -1.95920485e-03 -6.23725155e-05  1.10350002e-03 -3.75071941e-03 -2.17540157e-03  2.38945410e-04 -2.44833052e-04 -1.23023433e-03  3.21749569e-03  1.86371739e-03 -6.01386325e-04 -3.13283008e-03 -1.80548169e-03  2.55127628e-03  3.81264957e-03 -1.79663181e-03  4.95721480e-03  3.15622734e-03
 9.93988000e+00 -1.59946794e-01  8.40745112e-03 -9.23320004e-02 -1.48112417e-02 -1.45166237e-02 -5.96809894e-03 -2.38631655e-03 -9.19082302e-04 -1.91494353e-03 -6.94735987e-05  1.06315507e-03 -3.70956331e-03 -2.19211019e-03  1.96104671e-04 -2.57650934e-04 -1.19295932e-03  3.16010645e-03  1.81023087e-03 -6.14046301e-04 -3.12453347e-03 -1.73976642e-03  2.53663457e-03  3.78243276e-03 -1.77684645e-03  4.98130304e-03  3.13477088e-03
 9.99198400e+00 -1.54729306e-01  8.59681712e-03 -8.91437606e-02 -1.39352189e-02 -1.39171492e-02 -5.62195381e-03 -2.28663607e-03 -8.29808038e-04 -1.87143829e-03 -7.62586681e-05  1.01979597e-03 -3.66913806e-03 -2.20771159e-03  1.51995955e-04 -2.69140779e-04 -1.15777800e-03  3.10047729e-03  1.76024978e-03 -6.25411396e-04 -3.11572679e-03 -1.67300910e-03  2.52193325e-03  3.75309926e-03 -1.75705641e-03  5.00457414e-03  3.11182737e-03
