# R_Bohr c0_mEh c1_mEh c2_mEh c3_mEh c4_mEh c5_mEh c6_mEh c7_mEh c8_mEh c9_mEh c10_mEh c11_mEh c12_mEh c13_mEh c14_mEh c15_mEh c16_mEh c17_mEh c18_mEh c19_mEh c20_mEh c21_mEh c22_mEh c23_mEh c24_mEh c25_mEh
 1.27535070e+01 -3.01975509e-02  4.33175613e-03 -1.48425116e-02 -6.40053745e-04 -3.58524276e-04 -5.52302070e-04 -5.28456324e-04  4.13022862e-04 -5.90804261e-04  5.09051325e-05 -1.79602167e-04 -2.91562367e-03 -3.32661813e-03 -7.20234137e-04  9.92294473e-05 -1.85882947e-03  1.37138928e-03  1.71494140e-03  2.21788586e-04 -2.21055972e-03 -1.14184074e-03  2.10488958e-03  3.21527556e-03 -1.53390852e-03  5.28292280e-03  1.25764853e-03
 1.28056110e+01 -2.93278758e-02  4.28162307e-03 -1.44221354e-02 -5.95433098e-04 -2.97044808e-04 -5.40091922e-04 -5.43667092e-04  4.00549739e-04 -5.67616430e-04  4.93847245e-05 -1.88222793e-04 -2.90662210e-03 -3.36373964e-03 -7.33531104e-04  1.29557801e-04 -1.85813933e-03  1.37520572e-03  1.72921301e-03  2.34766625e-04 -2.21101874e-03 -1.13751136e-03  2.08350185e-03  3.21216978e-03 -1.55548253e-03  5.27659958e-03  1.24374244e-03
 1.28577150e+01 -2.84845873e-02  4.23341760e-03 -1.40167454e-02 -5.52770534e-04 -2.38348180e-04 -5.27967343e-04 -5.58924427e-04  3.87646481e-04 -5.44937606e-04  4.74818601e-05 -1.97442292e-04 -2.89691244e-03 -3.39909696e-03 -7.47536976e-04  1.59507725e-04 -1.85577638e-03  1.37880417e-03  1.74231366e-03  2.47378729e-04 -2.21224679e-03 -1.13205189e-03  2.06233421e-03  3.20839900e-03 -1.57721159e-03  5.26993309e-03  1.23112386e-03
 1.29098200e+01 -2.76668916e-02  4.18703176e-03 -1.36255797e-02 -5.11926194e-04 -1.82288992e-04 -5.15915852e-04 -5.74162738e-04  3.74370268e-04 -5.22812517e-04  4.52607375e-05 -2.07292663e-04 -2.88653856e-03 -3.43256767e-03 -7.62165237e-04  1.88980125e-04 -1.85181104e-03  1.38205672e-03  1.75421679e-03  2.59671044e-04 -2.21422440e-03 -1.12552267e-03  2.04147906e-03  3.20391483e-03 -1.59898629e-03  5.26292915e-03  1.21969098e-03
 1.29619240e+01 -2.68740524e-02  4.14236704e-03 -1.32479338e-02 -4.72763646e-04 -1.28733953e-04 -5.03933897e-04 -5.89327069e-04  3.60776272e-04 -5.01282675e-04  4.27898919e-05 -2.17801730e-04 -2.87555557e-03 -3.46404317e-03 -7.77321163e-04  2.17881930e-04 -1.84632089e-03  1.38483926e-03  1.76490786e-03  2.71688682e-04 -2.21693275e-03 -1.11799035e-03  2.02102398e-03  3.19867454e-03 -1.62069592e-03  5.25559445e-03  1.20933571e-03
 1.30140280e+01 -2.61052954e-02  4.09932897e-03 -1.28831154e-02 -4.35145627e-04 -7.75550077e-05 -4.92024921e-04 -6.04374326e-04  3.46915995e-04 -4.80383731e-04  4.01408789e-05 -2.28993786e-04 -2.86402795e-03 -3.49343261e-03 -7.92904694e-04  2.46129914e-04 -1.83938957e-03  1.38703272e-03  1.77438542e-03  2.83476512e-04 -2.22035355e-03 -1.10952672e-03  2.00104878e-03  3.19264096e-03 -1.64223153e-03  5.24793558e-03  1.19994351e-03
 1.30661320e+01 -2.53598718e-02  4.05783061e-03 -1.25304740e-02 -3.98937708e-04 -2.86332343e-05 -4.80199713e-04 -6.19271474e-04  3.32838164e-04 -4.60147136e-04  3.73873645e-05 -2.40888381e-04 -2.85202955e-03 -3.52066018e-03 -8.08810519e-04  2.73648781e-04 -1.83110623e-03  1.38852362e-03  1.78265968e-03  2.95077634e-04 -2.22446874e-03 -1.10020885e-03  1.98162672e-03  3.18578308e-03 -1.66348484e-03  5.23995928e-03  1.19139544e-03
 1.31182360e+01 -2.46370414e-02  4.01779143e-03 -1.21893933e-02 -3.64008047e-04  1.81427341e-05 -4.68475568e-04 -6.33995101e-04  3.18588400e-04 -4.40599716e-04  3.46040105e-05 -2.53500059e-04 -2.83964252e-03 -3.54566558e-03 -8.24929540e-04  3.00371996e-04 -1.82156483e-03  1.38920492e-03  1.78975227e-03  3.06533069e-04 -2.22926011e-03 -1.09011853e-03  1.96282370e-03  3.17807619e-03 -1.68434928e-03  5.23167214e-03  1.18356913e-03
 1.31703410e+01 -2.39360603e-02  3.97913629e-03 -1.18592846e-02 -3.30227328e-04  6.28780339e-05 -4.56875432e-04 -6.48530903e-04  3.04208874e-04 -4.21763360e-04  3.18653678e-05 -2.66838218e-04 -2.82695615e-03 -3.56840407e-03 -8.41150362e-04  3.26242450e-04 -1.81086310e-03  1.38897674e-03  1.79569566e-03  3.17881467e-04 -2.23470923e-03 -1.07934169e-03  1.94469764e-03  3.16950192e-03 -1.70472083e-03  5.22308020e-03  1.17633974e-03
 1.32224450e+01 -2.32562338e-02  3.94179807e-03 -1.15396108e-02 -2.97471915e-04  1.05668662e-04 -4.45428136e-04 -6.62871732e-04  2.89739362e-04 -4.03656547e-04  2.92450635e-05 -2.80905720e-04 -2.81406692e-03 -3.58884433e-03 -8.57359188e-04  3.51210592e-04 -1.79910271e-03  1.38774707e-03  1.80053211e-03  3.29157777e-04 -2.24079665e-03 -1.06796876e-03  1.92729973e-03  3.16004902e-03 -1.72449707e-03  5.21418945e-03  1.16958168e-03
 1.32745490e+01 -2.25968369e-02  3.90571280e-03 -1.12298484e-02 -2.65620553e-04  1.46607104e-04 -4.34166388e-04 -6.77018401e-04  2.75215556e-04 -3.86292291e-04  2.68145107e-05 -2.95700144e-04 -2.80107602e-03 -3.60697061e-03 -8.73442792e-04  3.75237442e-04 -1.78638727e-03  1.38543238e-03  1.80431353e-03  3.40394149e-04 -2.24750228e-03 -1.05609306e-03  1.91067213e-03  3.14971242e-03 -1.74357996e-03  5.20500468e-03  1.16316879e-03
 1.33266530e+01 -2.19571687e-02  3.87082226e-03 -1.09295122e-02 -2.34557547e-04  1.85779321e-04 -4.23126980e-04 -6.90977690e-04  2.60670145e-04 -3.69679757e-04  2.46422084e-05 -3.11212562e-04 -2.78808935e-03 -3.62278028e-03 -8.89288324e-04  3.98292540e-04 -1.77282239e-03  1.38195814e-03  1.80710020e-03  3.51618696e-04 -2.25480474e-03 -1.04381111e-03  1.89484940e-03  3.13849392e-03 -1.76187479e-03  5.19552999e-03  1.15697599e-03
 1.33787580e+01 -2.13365282e-02  3.83707220e-03 -1.06381421e-02 -2.04172064e-04  2.23266774e-04 -4.12349668e-04 -7.04762014e-04  2.46132245e-04 -3.53823778e-04  2.27928149e-05 -3.27427963e-04 -2.77521602e-03 -3.63628391e-03 -9.04784901e-04  4.20354760e-04 -1.75851454e-03  1.37725921e-03  1.80896011e-03  3.62855636e-04 -2.26268134e-03 -1.03122167e-03  1.87985785e-03  3.12640171e-03 -1.77929127e-03  5.18576833e-03  1.15087996e-03
 1.34308620e+01 -2.07342620e-02  3.80441443e-03 -1.03553252e-02 -1.74360954e-04  2.59143992e-04 -4.01877303e-04 -7.18387516e-04  2.31628515e-04 -3.38726255e-04  2.13265228e-05 -3.44323943e-04 -2.76256834e-03 -3.64750357e-03 -9.19823344e-04  4.41410462e-04 -1.74357143e-03  1.37128065e-03  1.80996796e-03  3.74124181e-04 -2.27110733e-03 -1.01842628e-03  1.86571681e-03  3.11345122e-03 -1.79574268e-03  5.17572216e-03  1.14476050e-03
 1.34829660e+01 -2.01496941e-02  3.77280256e-03 -1.00806609e-02 -1.45025704e-04  2.93483265e-04 -3.91753896e-04 -7.31874831e-04  2.17181480e-04 -3.24384555e-04  2.02981693e-05 -3.61872595e-04 -2.75025936e-03 -3.65647360e-03 -9.34298810e-04  4.61455813e-04 -1.72809971e-03  1.36397745e-03  1.81020444e-03  3.85439653e-04 -2.28005657e-03 -1.00552725e-03  1.85243699e-03  3.09966355e-03 -1.81114817e-03  5.16539231e-03  1.13850067e-03
 1.35350700e+01 -1.95821752e-02  3.74219420e-03 -9.81378265e-03 -1.16075184e-04  3.26352085e-04 -3.82024772e-04 -7.45247235e-04  2.02810666e-04 -3.10792978e-04  1.97568034e-05 -3.80039383e-04 -2.73840288e-03 -3.66323879e-03 -9.48110367e-04  4.80494785e-04 -1.71220543e-03  1.35531515e-03  1.80975522e-03  3.96812496e-04 -2.28950088e-03 -9.92628035e-04  1.84002192e-03  3.08506621e-03 -1.82543179e-03  5.15477867e-03  1.13198801e-03
 1.35871740e+01 -1.90310708e-02  3.71254990e-03 -9.55435123e-03 -8.74253983e-05  3.57814197e-04 -3.72735696e-04 -7.58530175e-04  1.88532330e-04 -2.97942697e-04  1.97451596e-05 -3.98783637e-04 -2.72711230e-03 -3.66785385e-03 -9.61161974e-04  4.98539270e-04 -1.69599314e-03  1.34526989e-03  1.80871006e-03  4.08248430e-04 -2.29941001e-03 -9.79832519e-04  1.82846789e-03  3.06969259e-03 -1.83852311e-03  5.14388003e-03  1.12511509e-03
 1.36392790e+01 -1.84957528e-02  3.68383226e-03 -9.30204917e-03 -5.89992229e-05  3.87930438e-04 -3.63932061e-04 -7.71750835e-04  1.74359223e-04 -2.85821787e-04  2.02992836e-05 -4.18059188e-04 -2.71649952e-03 -3.67038257e-03 -9.73363317e-04  5.15609014e-04 -1.67956501e-03  1.33382825e-03  1.80716192e-03  4.19748664e-04 -2.30975189e-03 -9.67244147e-04  1.81776411e-03  3.05358139e-03 -1.85035765e-03  5.13269389e-03  1.11777996e-03
 1.36913830e+01 -1.79756410e-02  3.65600776e-03 -9.05659877e-03 -3.07287985e-05  4.16756701e-04 -3.55658941e-04 -7.84936489e-04  1.60301704e-04 -2.74416409e-04  2.14481853e-05 -4.37813215e-04 -2.70667489e-03 -3.67089693e-03 -9.84629410e-04  5.31729921e-04 -1.66302156e-03  1.32098814e-03  1.80520620e-03  4.31309062e-04 -2.32049173e-03 -9.54966342e-04  1.80789384e-03  3.03677749e-03 -1.86087625e-03  5.12121739e-03  1.10988724e-03
 1.37434870e+01 -1.74701422e-02  3.62904319e-03 -8.81773212e-03 -2.55241137e-06  4.44347605e-04 -3.47959482e-04 -7.98115448e-04  1.46366153e-04 -2.63709681e-04  2.32137038e-05 -4.57988868e-04 -2.69774515e-03 -3.66947644e-03 -9.94882442e-04  5.46935562e-04 -1.64645927e-03  1.30675742e-03  1.80293969e-03  4.42921576e-04 -2.33159332e-03 -9.43100469e-04  1.79883358e-03  3.01932972e-03 -1.87002658e-03  5.10944610e-03  1.10134771e-03
 1.37955910e+01 -1.69786930e-02  3.60290755e-03 -8.58520942e-03  2.55832348e-05  4.70754337e-04 -3.40875044e-04 -8.11315533e-04  1.32556116e-04 -2.53682895e-04  2.56103717e-05 -4.78524252e-04 -2.68981357e-03 -3.66620717e-03 -1.00405119e-03  5.61265361e-04 -1.62997138e-03  1.29115454e-03  1.80045990e-03  4.54573516e-04 -2.34301824e-03 -9.31746241e-04  1.79055438e-03  3.00129170e-03 -1.87776232e-03  5.09737497e-03  1.09207922e-03
 1.38476950e+01 -1.65007497e-02  3.57757128e-03 -8.35881305e-03  5.37235424e-05  4.96025396e-04 -3.34444509e-04 -8.24563869e-04  1.18872091e-04 -2.44315545e-04  2.86454043e-05 -4.99353307e-04 -2.68297894e-03 -3.66118094e-03 -1.01207154e-03  5.74764430e-04 -1.61364715e-03  1.27420811e-03  1.79786421e-03  4.66247973e-04 -2.35472619e-03 -9.21000910e-04  1.78302208e-03  2.98272105e-03 -1.88404352e-03  5.08499826e-03  1.08200682e-03
 1.38998000e+01 -1.60357804e-02  3.55300555e-03 -8.13834225e-03  8.19065988e-05  5.20207164e-04 -3.28703715e-04 -8.37886748e-04  1.05311353e-04 -2.35585436e-04  3.23188463e-05 -5.20406766e-04 -2.67733492e-03 -3.65449435e-03 -1.01888682e-03  5.87483259e-04 -1.59757120e-03  1.25595622e-03  1.79524910e-03  4.77924293e-04 -2.36667537e-03 -9.10958538e-04  1.77619774e-03  2.96367859e-03 -1.88883672e-03  5.07230942e-03  1.07106275e-03
 1.39519040e+01 -1.55833013e-02  3.52918399e-03 -7.92362881e-03  1.10161108e-04  5.43342172e-04 -3.23685462e-04 -8.51308262e-04  9.18690806e-05 -2.27469601e-04  3.66234250e-05 -5.41611118e-04 -2.67296978e-03 -3.64624854e-03 -1.02444744e-03  5.99476209e-04 -1.58182441e-03  1.23644749e-03  1.79270960e-03  4.89577459e-04 -2.37882169e-03 -9.01710229e-04  1.77003860e-03  2.94422932e-03 -1.89211459e-03  5.05930222e-03  1.05918749e-03
 1.40040080e+01 -1.51428233e-02  3.50607966e-03 -7.71451052e-03  1.38509787e-04  5.65471966e-04 -3.19418486e-04 -8.64851543e-04  7.85368970e-05 -2.19943555e-04  4.15451956e-05 -5.62891651e-04 -2.66996525e-03 -3.63654761e-03 -1.02871179e-03  6.10802401e-04 -1.56648180e-03  1.21573851e-03  1.79033836e-03  5.01179766e-04 -2.39112035e-03 -8.93342468e-04  1.76449795e-03  2.92443974e-03 -1.89385650e-03  5.04596945e-03  1.04632850e-03
 1.40561120e+01 -1.47138887e-02  3.48366685e-03 -7.51084709e-03  1.66967406e-04  5.86635291e-04 -3.15927596e-04 -8.78537512e-04  6.53040391e-05 -2.12982227e-04  4.70635589e-05 -5.84171463e-04 -2.66839650e-03 -3.62549834e-03 -1.03164566e-03  6.21524141e-04 -1.55161348e-03  1.19389474e-03  1.78822524e-03  5.12700267e-04 -2.40352514e-03 -8.85937434e-04  1.75952615e-03  2.90437878e-03 -1.89404805e-03  5.03230402e-03  1.03244111e-03
 1.41082160e+01 -1.42960627e-02  3.46192048e-03 -7.31251468e-03  1.95541578e-04  6.06868622e-04 -3.13233296e-04 -8.92384931e-04  5.21572319e-05 -2.06560020e-04  5.31516729e-05 -6.05372502e-04 -2.66833158e-03 -3.61320933e-03 -1.03322238e-03  6.31706589e-04 -1.53728423e-03  1.17098961e-03  1.78645666e-03  5.24105375e-04 -2.41598889e-03 -8.79572367e-04  1.75507110e-03  2.88411692e-03 -1.89268105e-03  5.01829894e-03  1.01748829e-03
 1.41603210e+01 -1.38889253e-02  3.44081564e-03 -7.11940109e-03  2.24233606e-04  6.26206567e-04 -3.11351557e-04 -9.06410531e-04  3.90805931e-05 -2.00650936e-04  5.97769839e-05 -6.26416609e-04 -2.66983111e-03 -3.59978999e-03 -1.03342273e-03  6.41417339e-04 -1.52355301e-03  1.14710345e-03  1.78511509e-03  5.35359475e-04 -2.42846397e-03 -8.74319073e-04  1.75107872e-03  2.86372533e-03 -1.88975339e-03  5.00394714e-03  1.00144023e-03
 1.42124250e+01 -1.34921031e-02  3.42032913e-03 -6.93141932e-03  2.53036609e-04  6.44680448e-04 -3.10293796e-04 -9.20627816e-04  2.60568083e-05 -1.95229230e-04  6.69011506e-05 -6.47224524e-04 -2.67294783e-03 -3.58535089e-03 -1.03223479e-03  6.50725103e-04 -1.51047394e-03  1.12232473e-03  1.78427869e-03  5.46424471e-04 -2.44090157e-03 -8.70243953e-04  1.74749385e-03  2.84327690e-03 -1.88526909e-03  4.98924280e-03  9.84275456e-04
 1.42645290e+01 -1.31052221e-02  3.40043696e-03 -6.74848415e-03  2.81939188e-04  6.62320556e-04 -3.10066571e-04 -9.35048602e-04  1.30658153e-05 -1.90268936e-04  7.44812887e-05 -6.67718934e-04 -2.67772654e-03 -3.57000159e-03 -1.02965386e-03  6.59700228e-04 -1.49809464e-03  1.09674665e-03  1.78402071e-03  5.57261505e-04 -2.45325337e-03 -8.67407073e-04  1.74426030e-03  2.82284340e-03 -1.87923780e-03  4.97417982e-03  9.65978854e-04
 1.43166330e+01 -1.27279392e-02  3.38111601e-03 -6.57052593e-03  3.10923627e-04  6.79154703e-04 -3.10671705e-04 -9.49681892e-04  8.60167154e-08 -1.85744514e-04  8.24699814e-05 -6.87823441e-04 -2.68420375e-03 -3.55385094e-03 -1.02568215e-03  6.68413375e-04 -1.48645727e-03  1.07046825e-03  1.78440931e-03  5.67830515e-04 -2.46547093e-03 -8.65862329e-04  1.74132177e-03  2.80249656e-03 -1.87167480e-03  4.95875306e-03  9.46542649e-04
 1.43687370e+01 -1.23599338e-02  3.36234354e-03 -6.39748562e-03  3.39966855e-04  6.95208640e-04 -3.12106262e-04 -9.64534127e-04 -1.29057477e-05 -1.81630901e-04  9.08159342e-05 -7.07463532e-04 -2.69240767e-03 -3.53700630e-03 -1.02032859e-03  6.76935137e-04 -1.47559823e-03  1.04359327e-03  1.78550716e-03  5.78090882e-04 -2.47750610e-03 -8.65657105e-04  1.73862222e-03  2.78230722e-03 -1.86260075e-03  4.94295822e-03  9.25965889e-04
 1.44208420e+01 -1.20009012e-02  3.34409690e-03 -6.22931050e-03  3.69041448e-04  7.10506406e-04 -3.14362674e-04 -9.79609474e-04 -2.59342107e-05 -1.77903598e-04  9.94646908e-05 -7.26567471e-04 -2.70235819e-03 -3.51957258e-03 -1.01360846e-03  6.85335651e-04 -1.46554804e-03  1.01622887e-03  1.78737130e-03  5.88002038e-04 -2.48931154e-03 -8.66832135e-04  1.73610640e-03  2.76234451e-03 -1.85204121e-03  4.92679163e-03  9.04253765e-04
 1.44729460e+01 -1.16505789e-02  3.32635490e-03 -6.06596579e-03  3.98113850e-04  7.25069229e-04 -3.17428673e-04 -9.94908684e-04 -3.90244218e-05 -1.74539084e-04  1.08358520e-04 -7.45065342e-04 -2.71406614e-03 -3.50165309e-03 -1.00554359e-03  6.93683424e-04 -1.45633219e-03  9.88487065e-04  1.79005272e-03  5.97523123e-04 -2.50084011e-03 -8.69421260e-04  1.73372048e-03  2.74267691e-03 -1.84002723e-03  4.91025168e-03  8.81419015e-04
 1.45250500e+01 -1.13087052e-02  3.30909572e-03 -5.90741420e-03  4.27148188e-04  7.38917367e-04 -3.21287720e-04 -1.01043087e-03 -5.22029766e-05 -1.71514507e-04  1.17437971e-04 -7.62891701e-04 -2.72753441e-03 -3.48334704e-03 -9.96161376e-04  7.02045791e-04 -1.44797002e-03  9.60480767e-04  1.79359652e-03  6.06614541e-04 -2.51204639e-03 -8.73451483e-04  1.73141219e-03  2.72336962e-03 -1.82659387e-03  4.89333696e-03  8.57479134e-04
 1.45771540e+01 -1.09750460e-02  3.29229837e-03 -5.75362778e-03  4.56104516e-04  7.52069012e-04 -3.25919062e-04 -1.02617238e-03 -6.54967366e-05 -1.68808069e-04  1.26641773e-04 -7.79984512e-04 -2.74275724e-03 -3.46475038e-03 -9.85494878e-04  7.10487782e-04 -1.44047567e-03  9.32325206e-04  1.79804158e-03  6.15237568e-04 -2.52288608e-03 -8.78942865e-04  1.72913146e-03  2.70448565e-03 -1.81178073e-03  4.87604768e-03  8.32457703e-04
 1.46292590e+01 -1.06493811e-02  3.27594202e-03 -5.60458069e-03  4.84940402e-04  7.64540927e-04 -3.31298136e-04 -1.04212748e-03 -7.89330458e-05 -1.66398995e-04  1.35907721e-04 -7.96286192e-04 -2.75972086e-03 -3.44595476e-03 -9.73582191e-04  7.19071993e-04 -1.43385788e-03  9.04136115e-04  1.80342074e-03  6.23355074e-04 -2.53331658e-03 -8.85908702e-04  1.72683068e-03  2.68608480e-03 -1.79563111e-03  4.85838504e-03  8.06383154e-04
 1.46813630e+01 -1.03315279e-02  3.26000729e-03 -5.46025955e-03  5.13609196e-04  7.76347626e-04 -3.37396425e-04 -1.05828717e-03 -9.25383958e-05 -1.64267763e-04  1.45172496e-04 -8.11742697e-04 -2.77840227e-03 -3.42704858e-03 -9.60467040e-04  7.27857502e-04 -1.42812068e-03  8.76031196e-04  1.80976034e-03  6.30931250e-04 -2.54329644e-03 -8.94355007e-04  1.72446520e-03  2.66822470e-03 -1.77819302e-03  4.84035268e-03  7.79290455e-04
 1.47334670e+01 -1.00213032e-02  3.24447438e-03 -5.32064511e-03  5.42063830e-04  7.87502941e-04 -3.44182402e-04 -1.07464111e-03 -1.06339666e-04 -1.62395878e-04  1.54373255e-04 -8.26305673e-04 -2.79877136e-03 -3.40811448e-03 -9.46197070e-04  7.36900456e-04 -1.42326276e-03  8.48126167e-04  1.81708085e-03  6.37932871e-04 -2.55278671e-03 -9.04281410e-04  1.72199339e-03  2.65095847e-03 -1.75951702e-03  4.82195471e-03  7.51217770e-04
 1.47855710e+01 -9.71854751e-03  3.22932440e-03 -5.18572281e-03  5.70255067e-04  7.98019208e-04 -3.51621483e-04 -1.09117644e-03 -1.20362782e-04 -1.60766073e-04  1.63447411e-04 -8.39931422e-04 -2.82078982e-03 -3.38923054e-03 -9.30824402e-04  7.46253055e-04 -1.41927826e-03  8.20536256e-04  1.82539658e-03  6.44328957e-04 -2.56175033e-03 -9.15680778e-04  1.71937700e-03  2.63433580e-03 -1.73965713e-03  4.80319705e-03  7.22208094e-04
 1.48376750e+01 -9.42311708e-03  3.21453905e-03 -5.05547881e-03  5.98132522e-04  8.07907674e-04 -3.59676485e-04 -1.10787820e-03 -1.34632663e-04 -1.59362272e-04  1.72333280e-04 -8.52581400e-04 -2.84441172e-03 -3.37046968e-03 -9.14405069e-04  7.55963390e-04 -1.41615677e-03  7.93375009e-04  1.83471592e-03  6.50091200e-04 -2.57015246e-03 -9.28539505e-04  1.71658141e-03  2.61840246e-03 -1.71867027e-03  4.78408721e-03  6.92308414e-04
 1.48897800e+01 -9.13487782e-03  3.20010039e-03 -4.92989669e-03  6.25645636e-04  8.17178849e-04 -3.68308191e-04 -1.12472973e-03 -1.49173191e-04 -1.58169548e-04  1.80970687e-04 -8.64222576e-04 -2.86958425e-03 -3.35189908e-03 -8.96998334e-04  7.66075351e-04 -1.41388356e-03  7.66753160e-04  1.84504165e-03  6.55194295e-04 -2.57796074e-03 -9.42837994e-04  1.71357561e-03  2.60319979e-03 -1.69661552e-03  4.76463383e-03  6.61568762e-04
 1.49418840e+01 -8.85372582e-03  3.18599197e-03 -4.80896597e-03  6.52742007e-04  8.25841996e-04 -3.77475072e-04 -1.14171141e-03 -1.64005778e-04 -1.57174183e-04  1.89300722e-04 -8.74826653e-04 -2.89624600e-03 -3.33358152e-03 -8.78667701e-04  7.76627584e-04 -1.41243998e-03  7.40780066e-04  1.85637031e-03  6.59615766e-04 -2.58514484e-03 -9.58549753e-04  1.71033268e-03  2.58876568e-03 -1.67355552e-03  4.74484826e-03  6.30044241e-04
 1.49939880e+01 -8.57955299e-03  3.17219716e-03 -4.69266682e-03  6.79370982e-04  8.33906398e-04 -3.87134689e-04 -1.15880276e-03 -1.79150746e-04 -1.56363476e-04  1.97267117e-04 -8.84371463e-04 -2.92433023e-03 -3.31557307e-03 -8.59478568e-04  7.87654445e-04 -1.41180337e-03  7.15560079e-04  1.86869367e-03  6.63336730e-04 -2.59167742e-03 -9.75643291e-04  1.70682938e-03  2.57513270e-03 -1.64955374e-03  4.72474231e-03  5.97791135e-04
 1.50460920e+01 -8.31226806e-03  3.15870036e-03 -4.58097885e-03  7.05481945e-04  8.41380844e-04 -3.97243448e-04 -1.17598114e-03 -1.94625916e-04 -1.55725782e-04  2.04815920e-04 -8.92840078e-04 -2.95376326e-03 -3.29792450e-03 -8.39499210e-04  7.99185049e-04 -1.41194755e-03  6.91194075e-04  1.88199812e-03  6.66341634e-04 -2.59753358e-03 -9.94081319e-04  1.70304652e-03  2.56232921e-03 -1.62467578e-03  4.70432971e-03  5.64868906e-04
 1.50981960e+01 -8.05178962e-03  3.14548666e-03 -4.47387784e-03  7.31025232e-04  8.48274024e-04 -4.07757169e-04 -1.19322225e-03 -2.10446608e-04 -1.55250402e-04  2.11895986e-04 -9.00221018e-04 -2.98446529e-03 -3.28068089e-03 -8.18800122e-04  8.11243319e-04 -1.41284299e-03  6.67778441e-04  1.89626515e-03  6.68618469e-04 -2.60269111e-03 -1.01382129e-03  1.69896878e-03  2.55037896e-03 -1.59898878e-03  4.68362574e-03  5.31339273e-04
 1.51503010e+01 -7.79804007e-03  3.13254165e-03 -4.37133305e-03  7.55952972e-04  8.54594865e-04 -4.18631697e-04 -1.21050044e-03 -2.26625686e-04 -1.54927493e-04  2.18459367e-04 -9.06508323e-04 -3.01635136e-03 -3.26388131e-03 -7.97453267e-04  8.23848134e-04 -1.41445706e-03  6.45404210e-04  1.91147194e-03  6.70158872e-04 -2.60713052e-03 -1.03481611e-03  1.69458467e-03  2.53930087e-03 -1.57256059e-03  4.66264681e-03  4.97265208e-04
 1.52024050e+01 -7.55096358e-03  3.11985243e-03 -4.27331424e-03  7.80217527e-04  8.60352276e-04 -4.29822449e-04 -1.22778756e-03 -2.43172058e-04 -1.54747982e-04  2.24461069e-04 -9.11701003e-04 -3.04932929e-03 -3.24756019e-03 -7.75533414e-04  8.37012275e-04 -1.41675414e-03  6.24158338e-04  1.92759044e-03  6.70958067e-04 -2.61083482e-03 -1.05701283e-03  1.68988668e-03  2.52910981e-03 -1.54546161e-03  4.64141205e-03  4.62713239e-04
 1.52545090e+01 -7.31049563e-03  3.10740611e-03 -4.17977920e-03  8.03774690e-04  8.65556093e-04 -4.41286042e-04 -1.24505496e-03 -2.60092306e-04 -1.54703424e-04  2.29860018e-04 -9.15803663e-04 -3.08330372e-03 -3.23174546e-03 -7.53115351e-04  8.50743853e-04 -1.41969610e-03  6.04120755e-04  1.94458947e-03  6.71015059e-04 -2.61378995e-03 -1.08035533e-03  1.68487071e-03  2.51981536e-03 -1.51776151e-03  4.61994088e-03  4.27749191e-04
 1.53066130e+01 -7.07658126e-03  3.09519081e-03 -4.09068109e-03  8.26582058e-04  8.70216796e-04 -4.52979820e-04 -1.26227230e-03 -2.77389242e-04 -1.54785903e-04  2.34618719e-04 -9.18825866e-04 -3.11817406e-03 -3.21645997e-03 -7.30275206e-04  8.65045351e-04 -1.42324231e-03  5.85365770e-04  1.96243387e-03  6.70332487e-04 -2.61598445e-03 -1.10478311e-03  1.67953621e-03  2.51142272e-03 -1.48953099e-03  4.59825457e-03  3.92440477e-04
 1.53587170e+01 -6.84916891e-03  3.08319544e-03 -4.00596581e-03  8.48599787e-04  8.74345845e-04 -4.64862396e-04 -1.27940791e-03 -2.95062020e-04 -1.54987901e-04  2.38703529e-04 -9.20782120e-04 -3.15383550e-03 -3.20172132e-03 -7.07089737e-04  8.79913900e-04 -1.42735001e-03  5.67961339e-04  1.98108510e-03  6.68916617e-04 -2.61740948e-03 -1.13023195e-03  1.67388589e-03  2.50393249e-03 -1.46084111e-03  4.57637584e-03  3.56855138e-04
 1.54108220e+01 -6.62820497e-03  3.07140943e-03 -3.92557006e-03  8.69791251e-04  8.77955943e-04 -4.76894196e-04 -1.29642927e-03 -3.13106324e-04 -1.55302172e-04  2.42084825e-04 -9.21691712e-04 -3.19018012e-03 -3.18754179e-03 -6.83635582e-04  8.95341645e-04 -1.43197453e-03  5.51968527e-04  2.00050196e-03  6.66777226e-04 -2.61805883e-03 -1.15663476e-03  1.66792544e-03  2.49734066e-03 -1.43176250e-03  4.55432840e-03  3.21060854e-04
 1.54629260e+01 -6.41364946e-03  3.05982367e-03 -3.84942696e-03  8.90121650e-04  8.81060957e-04 -4.89036814e-04 -1.31330172e-03 -3.31512835e-04 -1.55721582e-04  2.44736837e-04 -9.21578484e-04 -3.22709446e-03 -3.17392958e-03 -6.59990781e-04  9.11314655e-04 -1.43706922e-03  5.37442493e-04  2.02063943e-03  6.63927685e-04 -2.61792881e-03 -1.18391985e-03  1.66166367e-03  2.49163916e-03 -1.40236739e-03  4.53213862e-03  2.85127404e-04
